Handle,Command,Body HTML
cover-plate-prestige,UPDATE,"<p>The 50028399-001 is a thermostat cover plate from Resideo (Honeywell Home).</p><p>Cover plates exist because the old thermostat was bigger. Replacing a wide mercury stat with a modern one leaves the paint line, the anchor holes and sometimes the whole opening on show, and the plate covers all of it in one piece.</p><p>Match the plate to the <strong>new</strong> thermostat, not to the old hole. Plates are cut for a specific series; one that does not register with the stat’s base leaves a gap on one side.</p><p>Worth measuring before ordering rather than after. The dimension that matters is the painted or papered outline the old stat left, not the thermostat that made it — twenty years of sun around a cover is a bigger rectangle than the cover was.</p><p>The alternative is patching and painting a wall to match a color that has aged. On a rental turnover or a multi-unit retrofit the plate is the cheaper answer by a wide margin, and it is done in the same visit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 50028399-001/U</li><li><strong>Type:</strong> Thermostat cover plate</li><li><strong>UPC:</strong> 085267701792</li><li><strong>Category:</strong> Thermostat Accessories</li></ul>"
aube-ac112-flexible-underfloor-sensor,UPDATE,"<p>The AC112-01 is a flexible underfloor sensor from Resideo (Honeywell Home), for Aube AC112 controls.</p><p>Electric floor heating is controlled by floor temperature, not air temperature. The room can be perfectly comfortable while the floor is either cold underfoot or hot enough to damage what is on top of it, and only a sensor in the slab knows which.</p><p>The sensor goes in a conduit in the pour, not buried loose. That is what makes it replaceable later, and the sensor is the part of a floor heating system most likely to need replacing.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AC112-01/U</li><li><strong>Type:</strong> Flexible underfloor sensor</li><li><strong>Used with:</strong> Aube AC112</li><li><strong>UPC:</strong> 775264112171</li><li><strong>Category:</strong> Thermostat Accessories</li></ul>"
airswitch-product-style-e121,UPDATE,"<p>The AP5208-30 is an air pressure switch from Resideo (Honeywell Home), style E121, 1/4 in barbed connection.</p><p>A pressure switch proves airflow by measuring it rather than by being pushed. It senses the pressure difference a running fan creates and makes contact when that difference appears — which works in ducts where a sail would foul, and at differentials far too small to move a vane.</p><p>Switching differential runs from about 0.02 in w.c. at the minimum set point to roughly 0.80 in w.c. at the maximum, so it covers everything from proving a small exhaust fan to confirming a blower under load.</p><p>Gold flash contacts carry pilot duty down to 10 milliamps, which matters when the load is a control input rather than a coil.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AP5208-30/U</li><li><strong>Type:</strong> Air pressure switch</li><li><strong>Connection:</strong> 1/4 in. Barbed</li><li><strong>Electrical:</strong> 278 Va @ 24Vac; 300Va @ 120 to 277Vac</li><li><strong>Pilot duty:</strong> 10 Milliamps @ 5Vdc; Gold Flash Contacts; 15 Amps resistive to 277Vac</li><li><strong>Differential:</strong> Switching Differential:.02""±.01"" wc @ minimum set point to approximately.80"" wc @ maximum set point</li><li><strong>Operating range:</strong> -40 F to +190 F</li><li><strong>UPC:</strong> 085267225359</li><li><strong>Category:</strong> Pressure Switches</li></ul>"
foot-mounted-120-vac-transformer,UPDATE,"<p>The AT120B1028 is a control transformer from Resideo (Honeywell Home), 120 Vac primary, 24 Vac secondary, foot mounted.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> Every device on the control circuit adds load — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, a Wi-Fi thermostat draws continuously. A transformer adequate for the original equipment is not automatically adequate after two zones and a smart stat have been added, and the symptom is intermittent.</p><p>Filed here under thermostat accessories, but this is a transformer and belongs with them.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT120B1028/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Primary:</strong> 120 Vac</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot-mounted</li><li><strong>Rating:</strong> 24 Vac at 20 VA</li><li><strong>Leadwires:</strong> 9 in. leadwires</li><li><strong>Operating range:</strong> -20 F to +105 F</li><li><strong>UPC:</strong> 085267034920</li><li><strong>Category:</strong> Transformers</li></ul>"
cadmium-sulfide-flame-detector-with-60-in-leads-type-r-bracket-and-higher-sensitivity-cad-cell,UPDATE,"<p>The C554A1463 is a cadmium sulfide flame detector from Resideo (Honeywell Home), type R bracket.</p><p>The cad cell is the eye of an oil burner. Its resistance falls when it sees flame, and the primary control reads that to know whether the fire lit. No flame signal inside the safety timing and the primary shuts the oil off.</p><p>Mounting matters as much as the cell. It has to see the flame and only the flame — aimed at the fire, not at the ignition arc and not at daylight through the inspection port, either of which makes the control believe in a fire that is not there.</p><p>Ships with A, B, E, J and P mounting brackets and fuel line adaptor, so it fits across the bracket styles rather than committing you to one burner.</p><p>Works with the R4166, R4184, R8182, R8184, R8185, R8404, R8991, R7997, R7184, R7284 primaries.</p><p>Goes with: <a href=""/products/protectorelay-oil-burner-control-with-45-second-safety-timing"">R8184G4009</a>, <a href=""/products/electronic-oil-primary-with-15-seconds-lock-out"">R7284B1024</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> C554A1463/U</li><li><strong>Type:</strong> Cadmium sulfide flame detector</li><li><strong>Mounting:</strong> Type R bracket</li><li><strong>Includes:</strong> A, B, E, J and P mounting brackets and fuel line adaptor</li><li><strong>Used with:</strong> R4166, R4184, R8182, R8184, R8185, R8404, R8991, R7997, R7184, R7284</li><li><strong>Maximum ambient:</strong> 140 F</li><li><strong>Shipping weight:</strong> 0.2 lb</li><li><strong>Category:</strong> Oil Burner Controls</li></ul>"
cadmium-sulfide-flame-detector-with-60-in-leads-type-r-mounting-bracket-and-130367-cad-cell,UPDATE,"<p>The C554A1794 is a cadmium sulfide flame detector from Resideo (Honeywell Home), 60 in leads, type R bracket.</p><p>The cad cell is the eye of an oil burner. Its resistance falls when it sees flame, and the primary control reads that to know whether the fire lit. No flame signal inside the safety timing and the primary shuts the oil off.</p><p>Mounting matters as much as the cell. It has to see the flame and only the flame — aimed at the fire, not at the ignition arc and not at daylight through the inspection port, either of which makes the control believe in a fire that is not there.</p><p>Ships with type ""E"" mounting bracket and fuel line adaptor, so it fits across the bracket styles rather than committing you to one burner.</p><p>Works with the R4166, R4184, R8182, R8184, R8185, R8404, R8991, R7997, R7184, R7284 primaries.</p><p>Goes with: <a href=""/products/protectorelay-oil-burner-control-with-45-second-safety-timing"">R8184G4009</a>, <a href=""/products/electronic-oil-primary-with-15-seconds-lock-out"">R7284B1024</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> C554A1794/U</li><li><strong>Type:</strong> Cadmium sulfide flame detector</li><li><strong>Mounting:</strong> Type R bracket</li><li><strong>Leads:</strong> 60 in</li><li><strong>Includes:</strong> Type ""E"" mounting bracket and fuel line adaptor</li><li><strong>Used with:</strong> R4166, R4184, R8182, R8184, R8185, R8404, R8991, R7997, R7184, R7284</li><li><strong>Maximum ambient:</strong> 140 F</li><li><strong>UPC:</strong> 085267037877</li><li><strong>Category:</strong> Oil Burner Controls</li></ul>"
c7089u1006-remote-outdoor-temperature-sensor,UPDATE,"<p>The C7089U1006 is a remote outdoor temperature sensor from Resideo (Honeywell Home), wired.</p><p>Outdoor temperature is what lets a control do anything smarter than react. It sets the balance point where a heat pump hands over to auxiliary heat, it drives outdoor reset on hydronic equipment, and it puts a real reading on the display instead of one pulled from the internet for the nearest airport.</p><p>Rated -40 F to +120 F — it is meant to live outside. Mount it on a north wall, out of the sun; a sensor in afternoon light reports a temperature the building never sees.</p><p><strong>This is the wired version.</strong> It needs a run back to the thermostat or controller; the RedLINK equivalents do the same job over the air where pulling wire is the expensive part.</p><p>Compatible with: Honeywell thermostats including the TH8000 series RedLINK and Wi-Fi, TH7000 series, TH6220 and TH6320 (T6 Pro series), TH6220WF and TH6320WF (Lyric T6 Pro series); and controllers such as the HZ432 zone panel and the H6062 HumidiPRO controller.</p><p>Goes with: <a href=""/products/c7089r1013-redlink-outdoor-temperature-and-humidity-sensor"">C7089R1013</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> C7089U1006/U</li><li><strong>Type:</strong> Wired remote outdoor temperature sensor</li><li><strong>Operating temperature:</strong> -40 F to +120 F</li><li><strong>Operating humidity:</strong> 5 to 95% RH, non-condensing</li><li><strong>Used with:</strong> Honeywell thermostats including the TH8000 series RedLINK and Wi-Fi, TH7000 series, TH6220 and TH6320 (T6 Pro series), TH6220WF and TH6320WF (Lyric T6 Pro series); and controllers such as the HZ432 zone panel and the H6062 HumidiPRO controller</li><li><strong>Mounting:</strong> Mounting Clip provided and screws provided.</li><li><strong>UPC:</strong> 085267256834</li><li><strong>Category:</strong> Thermostat Accessories</li></ul>"
c7189u1005-remote-indoor-temperature-sensor,UPDATE,"<p>The C7189U1005 is a remote indoor temperature sensor from Resideo (Honeywell Home), wired.</p><p>A remote indoor sensor fixes the oldest complaint in residential HVAC: the thermostat is in the hallway and the hallway is not where anyone sits. Put the sensor in the room that matters and the system controls to that room.</p><p><strong>This is the wired version.</strong> It needs a run back to the thermostat or controller; the RedLINK equivalents do the same job over the air where pulling wire is the expensive part.</p><p>Compatible with: VisionPRO® and VisionPRO® IAQ Series Thermostats.</p><p>Goes with: <a href=""/products/redlink-enabled-wireless-indoor-air-sensor"">C7189R1004</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> C7189U1005/U</li><li><strong>Type:</strong> Wired remote indoor temperature sensor</li><li><strong>Operating temperature:</strong> 45 F to 88 F</li><li><strong>Operating humidity:</strong> 5 to 95% RH, non-condensing</li><li><strong>Used with:</strong> VisionPRO® and VisionPRO® IAQ Series Thermostats</li><li><strong>Mounting:</strong> Mounts directly on the wall using mounting screws and anchors provided</li><li><strong>Shipping weight:</strong> 0.1 lb</li><li><strong>Category:</strong> Thermostat Accessories</li></ul>"
water-leak-detector-and-cable-sensor-with-3-aa-batteries,UPDATE,"<p>The CHW3610W1001 is a water leak detector from Resideo (Honeywell Home), with cable sensor.</p><p>Water damage is the claim that does not need a flood. A supply line that weeps behind a wall, a water heater that lets go while the house is empty, a washing machine hose at the end of its life — all of it runs until somebody notices, and the cost is the drying and the rebuild rather than the water.</p><p>The cable sensor extends detection from a point to a run, and additional cables chain on to cover more floor.</p><p>In the box: a water leak detector, 3 AA alkaline batteries, mounting screws, and a 4-foot cable sensor.</p><p>Goes with: <a href=""/products/cable-sensor-for-l1-wifi-water-leak-and-freeze-detector"">WLD3CABLE</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> CHW3610W1001/U</li><li><strong>Type:</strong> Water leak detector</li><li><strong>Includes:</strong> Package includes a water leak detector, 3 AA alkaline batteries, mounting screws, and a 4-foot cable sensor.</li><li><strong>Dimensions:</strong> 3-1/16 in square x 1-1/4 in high</li><li><strong>Color:</strong> White</li><li><strong>UPC:</strong> 085267568074</li><li><strong>Shipping weight:</strong> 0.8 lb</li><li><strong>Category:</strong> Leak Detection Valves</li></ul>"
l1-wifi-water-leak-and-freeze-detector-and-sensor-cable,UPDATE,"<p>The CHW3610W8001 is a water leak and freeze detector from Resideo (Honeywell Home), Wi-Fi connected, with cable sensor.</p><p>Water damage is the claim that does not need a flood. A supply line that weeps behind a wall, a water heater that lets go while the house is empty, a washing machine hose at the end of its life — all of it runs until somebody notices, and the cost is the drying and the rebuild rather than the water.</p><p>Wi-Fi is what makes it useful rather than merely noisy. A detector that only beeps is a detector nobody hears from a hotel; one that reaches a phone is a detector that gets acted on.</p><p>It also watches <strong>temperature</strong>. A pipe that is about to freeze gives warning first, and that warning is worth more than the alarm that follows the burst.</p><p>The cable sensor extends detection from a point to a run, and additional cables chain on to cover more floor.</p><p>In the box: a water leak detector, 2 AA alkaline batteries, and a 5-foot cable sensor.</p><p>Goes with: <a href=""/products/cable-sensor-for-l1-wifi-water-leak-and-freeze-detector"">WLD3CABLE</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> CHW3610W8001/U</li><li><strong>Type:</strong> Wi-Fi water leak and freeze detector</li><li><strong>Includes:</strong> Package includes a water leak detector, 2 AA alkaline batteries, and a 5-foot cable sensor.</li><li><strong>Dimensions:</strong> 3.9 in x 2 in x 1.1 in</li><li><strong>Color:</strong> White/Gray</li><li><strong>UPC:</strong> 194159013681</li><li><strong>Category:</strong> Leak Detection Valves</li></ul>"
replacement-filter-insert-for-sizes-1-2-in-and-3-4-in,UPDATE,"<p>The ES06F-1/2A is a replacement filter insert from Resideo (Honeywell Home), for 1/2 in or 3/4 in bodies.</p><p>The insert is the screen. It is what actually holds back the sand, scale and pipe debris that come down a municipal main after a repair, and it is the only part of a whole-house filter that is meant to be replaced.</p><p>Match the insert to the filter body size, not to the pipe. A body serves more than one pipe size, and the insert follows the body.</p><p>A filter that has lost flow has an insert that has done its job. Pressure drop across the filter is the honest way to tell — not how the screen looks.</p><p>Goes with: <a href=""/products/3-4-in-water-filter"">F76S1015</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ES06F-1/2A</li><li><strong>Type:</strong> Replacement filter insert</li><li><strong>Fits:</strong> 1/2 in or 3/4 in</li><li><strong>UPC:</strong> 4019837025786</li><li><strong>Category:</strong> Water Filters</li></ul>"
replacement-filter-insert-for-1-in-and-1-1-4-in,UPDATE,"<p>The ES06F-1B is a replacement filter insert from Resideo (Honeywell Home), for 1 in or 1 1/4 in bodies.</p><p>The insert is the screen. It is what actually holds back the sand, scale and pipe debris that come down a municipal main after a repair, and it is the only part of a whole-house filter that is meant to be replaced.</p><p>Match the insert to the filter body size, not to the pipe. A body serves more than one pipe size, and the insert follows the body.</p><p>A filter that has lost flow has an insert that has done its job. Pressure drop across the filter is the honest way to tell — not how the screen looks.</p><p>Goes with: <a href=""/products/3-4-in-water-filter"">F76S1015</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ES06F-1B</li><li><strong>Type:</strong> Replacement filter insert</li><li><strong>Fits:</strong> 1 in or 1 1/4 in</li><li><strong>UPC:</strong> 4019837030469</li><li><strong>Category:</strong> Water Filters</li></ul>"
3-4-in-water-filter,UPDATE,"<p>The F76S1015 is a whole-house water filter from Resideo (Honeywell Home), 3/4 in, 100 micron screen.</p><p>Everything downstream of the meter is exposed to whatever the main sends. Sand after a water board repair, scale off old pipe, grit from a hydrant flush — it lands in the aerators, the mixing cartridges and the solenoid valves of every appliance in the house, and the repair bill arrives one fixture at a time.</p><p>A <strong>100 micron screen</strong> stops that class of debris while passing 8.4 Cv — enough that the house does not notice it is there. The clear sump means the screen can be inspected without shutting anything down.</p><p>Fit it at the entry, ahead of the branch to the water heater, and leave room below to drop the sump.</p><p>Includes gauge and service wrench.</p><p>Goes with: <a href=""/products/automatic-backwash-control-f76s-f74c"">MV876B1018</a>, <a href=""/products/replacement-filter-insert-for-sizes-1-2-in-and-3-4-in"">ES06F-1/2A</a>, <a href=""/products/red-bronze-filter-bowl-for-sizes-1-2-in-1-1-4-in"">FT09RS-1A</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> F76S1015</li><li><strong>Type:</strong> Whole-house water filter</li><li><strong>Pipe size:</strong> 3/4 in</li><li><strong>Connection:</strong> NPT External Threaded and Sweat</li><li><strong>Screen:</strong> 100 micron screen</li><li><strong>Flow capacity:</strong> 8.4 Cv</li><li><strong>Maximum pressure:</strong> 230 psi</li><li><strong>Material:</strong> Body: Brass; Sump: Clear Plastic</li><li><strong>Includes:</strong> gauge and service wrench</li><li><strong>Dimensions:</strong> 17 11/16 in high x 7 in wide x 3 13/16 in deep</li><li><strong>UPC:</strong> 085267819046</li><li><strong>Category:</strong> Water Filters</li></ul>"
red-bronze-filter-bowl-for-sizes-1-2-in-1-1-4-in,UPDATE,"<p>The FT09RS-1A is a red bronze filter bowl from Resideo (Honeywell Home), for 1/2 in through 1-1/4 in filters.</p><p>The bowl is the pressure-holding half of the filter. The clear plastic sump lets you see the screen without opening anything, which is why it is standard — and it is also why it is the part that gets replaced, because clear plastic is what ages under UV, heat and cleaning agents.</p><p><strong>Red bronze instead of plastic</strong> is the answer where the installation is outdoors, in a mechanical room that runs hot, or anywhere a sump failure would flood something expensive. You lose the sight of the screen and gain a bowl that does not craze.</p><p>Goes with: <a href=""/products/3-4-in-water-filter"">F76S1015</a>.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> FT09RS-1A</li><li><strong>Type:</strong> Replacement filter bowl</li><li><strong>Material:</strong> Red bronze</li><li><strong>Fits:</strong> 1/2 in to 1-1/4 in filters</li><li><strong>UPC:</strong> 4019837038755</li><li><strong>Category:</strong> Water Filters</li></ul>"
