handle,modelo,tipo,title,chars_antes,descricao_anterior
2-pole-24-vac-powerpro-definite-purpose-contactor,DP2030A5013,Contactors,Resideo 2 pole 24 Vac PowerPro Definite Purpose Contactor DP2030A5013/U,315,"<p>The 2 pole 24 Vac PowerPro Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP2030A5013/U</li>
<li>
<strong>UPC:</strong> 085267095518</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
2-pole-24-vac-powerpro-definite-purpose-contactor-hone-dp2040a5004-u,DP2040A5004,Contactors,Resideo 2 pole 24 Vac PowerPro Definite Purpose Contactor DP2040A5004/U,315,"<p>The 2 pole 24 Vac PowerPro Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP2040A5004/U</li>
<li>
<strong>UPC:</strong> 085267145442</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
24c-vac-2-pole-economy-definite-purpose-contactor,DP2040A1003,Contactors,Resideo DP2040A1003/U 24C Vac 2 Pole Economy Definite Purpose Contactor,315,"<p>The 24C Vac 2 Pole Economy Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP2040A1003/U</li>
<li>
<strong>UPC:</strong> 085267617178</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
277-vac-2-pole-deluxe-definite-purpose-contactor,DP2030D5002,Contactors,Resideo DP2030D5002/U 277 Vac 2 Pole Deluxe Definite Purpose Contactor,314,"<p>The 277 Vac 2 Pole Deluxe Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP2030D5002/U</li>
<li>
<strong>UPC:</strong> 085267540865</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
3-pole-120-vac-powerpro-definite-purpose-contactor,DP3040B5002,Contactors,Resideo DP3040B5002/U 3 pole 120 Vac PowerPro Definite Purpose Contactor,316,"<p>The 3 pole 120 Vac PowerPro Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP3040B5002/U</li>
<li>
<strong>UPC:</strong> 085267120937</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
3-pole-208-240-vac-powerpro-definite-purpose-contactor,DP3030C5002,Contactors,Resideo 3 pole 208/240 Vac PowerPro Definite Purpose Contactor DP3030C5002/U,320,"<p>The 3 pole 208/240 Vac PowerPro Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP3030C5002/U</li>
<li>
<strong>UPC:</strong> 085267117371</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
3-pole-208-240-vac-powerpro-definite-purpose-contactor-hone-dp3040c5001-u,DP3040C5001,Contactors,Resideo 3 pole 208/240 Vac PowerPro Definite Purpose Contactor DP3040C5001/U,320,"<p>The 3 pole 208/240 Vac PowerPro Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP3040C5001/U</li>
<li>
<strong>UPC:</strong> 085267157933</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
3-pole-24-vac-powerpro-definite-purpose-contactor,DP3030A5004,Contactors,Resideo 3 pole 24 Vac PowerPro Definite Purpose Contactor DP3030A5004/U,315,"<p>The 3 pole 24 Vac PowerPro Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP3030A5004/U</li>
<li>
<strong>UPC:</strong> 085267967303</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
3-pole-24-vac-powerpro-definite-purpose-contactor-hone-dp3040a5003-u,DP3040A5003,Contactors,Resideo 3 pole 24 Vac PowerPro Definite Purpose Contactor DP3040A5003/U,315,"<p>The 3 pole 24 Vac PowerPro Definite Purpose Contactor by Resideo is part of our contactors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DP3040A5003/U</li>
<li>
<strong>UPC:</strong> 085267142045</li>
<li>
<strong>Category:</strong> Contactors</li>
</ul>"
40-va-fan-center-with-spdt-switching-action,R8239A1052,Aquastats & Wells,Resideo 40 VA Fan Center with SPDT Switching Action R8239A1052/U,330,"<p>The 40 VA Fan Center with SPDT Switching Action by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R8239A1052/U</li>
<li>
<strong>UPC:</strong> 085267000420</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
40-va-fan-center-with-spdt-switching-action-hone-r8285a1048-u,R8285A1048,Aquastats & Wells,Resideo 40 VA Fan Center with SPDT Switching Action R8285A1048/U,330,"<p>The 40 VA Fan Center with SPDT Switching Action by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R8285A1048/U</li>
<li>
<strong>UPC:</strong> 085267081153</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
90-pt-whole-home-dehumidification-system,DR90A3000,Dehumidifiers & Humidifiers,Resideo DR90A3000/U 90-Pt. Whole Home Dehumidification System,347,"<p>The 90-Pt. Whole Home Dehumidification System by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> DR90A3000/U</li>
<li>
<strong>UPC:</strong> 085267421515</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
advanced-electrode-humidifier-replacement-cylinder,HM750ACYL,Dehumidifiers & Humidifiers,Resideo HM750ACYL/U Advanced Electrode Humidifier Replacement Cylinder,356,"<p>The Advanced Electrode Humidifier Replacement Cylinder by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HM750ACYL/U</li>
<li>
<strong>UPC:</strong> 085267941815</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
advanced-electrode-humidifier-replacement-pc-board,HM750APCB,Dehumidifiers & Humidifiers,Resideo HM750APCB/U Advanced Electrode Humidifier Replacement PC Board,356,"<p>The Advanced Electrode Humidifier Replacement PC Board by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HM750APCB/U</li>
<li>
<strong>UPC:</strong> 085267950701</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
advanced-electrode-humidifier-valve-kit,HM750AVKIT,Dehumidifiers & Humidifiers,Resideo HM750AVKIT/U Advanced Electrode Humidifier Valve Kit,448,"<p>The Advanced Electrode Humidifier Valve Kit by Resideo is part of our dehumidifiers &amp; humidifiers selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HM750AVKIT/U</li>
<li>
<strong>UPC:</strong> 085267919890</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
advanced-evaporative-fan-powered-humidifier,HE300A1005,Dehumidifiers & Humidifiers,Resideo HE300A1005/U Advanced Evaporative Fan-Powered Humidifier,350,"<p>The Advanced Evaporative Fan-Powered Humidifier by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HE300A1005/U</li>
<li>
<strong>UPC:</strong> 085267845892</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
aquastat-breaks-on-rise-100-240f-range-240f-factory-stop-5-30f-adjustable-differential,L4006A1967,Aquastats & Wells,"Resideo L4006A1967/U Aquastat, breaks on rise, 100-240F range, 240F factory stop, 5-30F adjustable differential",377,"<p>The Aquastat, breaks on rise, 100-240F range, 240F factory stop, 5-30F adjustable differential by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006A1967/U</li>
<li>
<strong>UPC:</strong> 085267048699</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
aquastat-breaks-on-rise-100-240f-range-240f-factory-stop-manual-reset-less-well,L4006H1004,Aquastats & Wells,"Resideo L4006H1004/U Aquastat, breaks on rise, 100-240F range, 240F factory stop, manual reset less well",376,"<p>The Aquastat, breaks on rise, 100-240F range, 240F factory stop, manual reset less well by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006H1004/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 1.1 lb</li>
</ul>"
aquastat-breaks-on-rise-100-240f-range-240f-factory-stop-no-well-adjustable-differential,L4006A1678,Aquastats & Wells,"Resideo L4006A1678/U Aquastat, breaks on rise, 100-240F range, 240F factory stop, no well, adjustable differential",431,"<p>The Aquastat, breaks on rise, 100-240F range, 240F factory stop, no well, adjustable differential by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006A1678/U</li>
<li>
<strong>UPC:</strong> 085267048644</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 1.5 lb</li>
</ul>"
aquastat-breaks-on-rise-100-240f-range-5-30f-adj-diff-less-well-3-in-insulation,L4006A2007,Aquastats & Wells,"Resideo L4006A2007/U Aquastat, breaks on rise, 100-240F range, 5-30F adj diff, less well, 3 in insulation",326,"<p>The Aquastat, breaks on rise, 100-240F range, 5-30F adj diff, less well, 3 in insulation by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006A2007/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
aquastat-breaks-on-rise-100-240f-range-5-30f-adjustable-differential,L4006A1017,Aquastats & Wells,"Resideo L4006A1017/U Aquastat, breaks on rise, 100-240F range, 5-30F adjustable differential",407,"<p>The Aquastat, breaks on rise, 100-240F range, 5-30F adjustable differential by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006A1017/U</li>
<li>
<strong>UPC:</strong> 085267048590</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 1 lb</li>
</ul>"
aquastat-breaks-on-rise-130-270f-range-250f-factory-stop-less-well,L4006E1067,Aquastats & Wells,"Resideo L4006E1067/U Aquastat, breaks on rise, 130-270F range, 250F factory stop, less well",361,"<p>The Aquastat, breaks on rise, 130-270F range, 250F factory stop, less well by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006E1067/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 5 lb</li>
</ul>"
aquastat-relay-140-to-240-f-range-with-8-degree-f-fixed-differential-low-volt-millivolt,L8148A1017,Aquastats & Wells,"Resideo L8148A1017/U Aquastat Relay, 140 to 240 F range with 8 degree F fixed differential, low volt/millivolt",425,"<p>The Aquastat Relay, 140 to 240 F range with 8 degree F fixed differential, low volt/millivolt by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L8148A1017/U</li>
<li>
<strong>UPC:</strong> 085267055086</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 3 lb</li>
</ul>"
aquastat-relay-180-to-240-f-range-with-15-degree-f-fixed-differential-low-volt-millivolt,L8148E1265,Aquastats & Wells,"Resideo Aquastat Relay, 180 to 240 F range with 15 degree F fixed differential, low volt/millivolt L8148E1265/U",381,"<p>The Aquastat Relay, 180 to 240 F range with 15 degree F fixed differential, low volt/millivolt by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L8148E1265/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 3 lb</li>
</ul>"
aquastat-relay-180-to-240-f-range-with-15-degree-f-fixed-differential-low-volt-millivolt-hone-l8148e1299-u,L8148E1299,Aquastats & Wells,"Resideo Aquastat Relay, 180 to 240 F range with 15 degree F fixed differential, low volt/millivolt L8148E1299/U",377,"<p>The Aquastat Relay, 180 to 240 F range with 15 degree F fixed differential, low volt/millivolt by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L8148E1299/U</li>
<li>
<strong>UPC:</strong> 085267163668</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
circulator-aquastat-controller-high-or-low-limit-range-100-200-f-adjustable-differential-spst-no-terminals-break-on-temperature-rise,L6008A1242,Aquastats & Wells,"Resideo Circulator Aquastat Controller, High or Low Limit, Range 100-200 °F, adjustable differential, SPST, NO terminals break on temperature rise",425,"<p>The Circulator Aquastat Controller, High or Low Limit, Range 100-200 °F, adjustable differential, SPST, NO terminals break on temperature rise by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L6008A1242/U</li>
<li>
<strong>UPC:</strong> 085267176484</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
circulator-aquastat-controller-high-or-low-limit-range-100-240-f-1-2-in-npt-fixed-differential-spst-no-terminals-break-on-temperature-rise,L6006A1012,Aquastats & Wells,"Resideo Circulator Aquastat Controller, High or Low Limit, Range 100-240 °F, 1/2 in NPT, fixed differential, SPST, NO terminals break on temperature",432,"<p>The Circulator Aquastat Controller, High or Low Limit, Range 100-240 °F, 1/2 in NPT, fixed differential, SPST, NO terminals break on temperature rise by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L6006A1012/U</li>
<li>
<strong>UPC:</strong> 085267053686</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
circulator-aquastat-controller-high-or-low-limit-range-100-240-f-adjustable-differential-spst-no-terminals-break-on-temperature-rise,L6006A1244,Aquastats & Wells,"Resideo Circulator Aquastat Controller, High or Low Limit, Range 100-240 °F, adjustable differential, SPST, NO terminals break on temperature rise",425,"<p>The Circulator Aquastat Controller, High or Low Limit, Range 100-240 °F, adjustable differential, SPST, NO terminals break on temperature rise by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L6006A1244/U</li>
<li>
<strong>UPC:</strong> 085267053723</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
circulator-aquastat-controller-high-or-low-limit-range-65-200-f-adjustable-differential-spst-no-terminals-break-on-temperature-rise,L6006C1034,Aquastats & Wells,"Resideo Circulator Aquastat Controller, High or Low Limit, Range 65-200 °F, adjustable differential, SPST, NO terminals break on temperature rise",424,"<p>The Circulator Aquastat Controller, High or Low Limit, Range 65-200 °F, adjustable differential, SPST, NO terminals break on temperature rise by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L6006C1034/U</li>
<li>
<strong>UPC:</strong> 085267053808</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
circulator-aquastat-range-100-240-f-adjustable-differential-spst-contacts-break-on-temperature-rise-remote-bulb-66-in-capillary-length,L4008B1013,Aquastats & Wells,"Resideo Circulator Aquastat, Range 100-240 °F, adjustable differential, SPST, contacts break on temperature rise, remote bulb, 66 in capillary length",428,"<p>The Circulator Aquastat, Range 100-240 °F, adjustable differential, SPST, contacts break on temperature rise, remote bulb, 66 in capillary length by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4008B1013/U</li>
<li>
<strong>UPC:</strong> 085267049160</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
copper-1-2-in-npt-well-assembly-with-3-in-insertion-depth,121371A,Aquastats & Wells,Resideo 121371A/U Copper 1/2 in NPT Well Assembly with 3 in Insertion depth,392,"<p>The Copper 1/2 in NPT Well Assembly with 3 in Insertion depth by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 121371A/U</li>
<li>
<strong>UPC:</strong> 085267005425</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 0.3 lb</li>
</ul>"
copper-3-4-in-npt-well-assembly-with-3-in-insertion-depth,121371B,Aquastats & Wells,Resideo 121371B/U Copper 3/4 in NPT Well Assembly with 3 in Insertion depth,393,"<p>The Copper 3/4 in NPT Well Assembly with 3 in Insertion depth by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 121371B/U</li>
<li>
<strong>UPC:</strong> 085267005449</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 0.43 lb</li>
</ul>"
he220-humidifier-pad,HC22A1007,Dehumidifiers & Humidifiers,Resideo HC22A1007/U HE220 Humidifier Pad,326,"<p>The HE220 Humidifier Pad by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HC22A1007/U</li>
<li>
<strong>UPC:</strong> 085267181716</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
he225-humidifier-pad-with-agion-coating,HC22E1003,Dehumidifiers & Humidifiers,Resideo HC22E1003/U HE225 Humidifier Pad with AgION® Coating,346,"<p>The HE225 Humidifier Pad with AgION® Coating by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HC22E1003/U</li>
<li>
<strong>UPC:</strong> 085267208529</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
heat-conductive-grease-1-2-oz,120650,Aquastats & Wells,Resideo 120650/U Heat Conductive Grease 1/2 oz,312,"<p>The Heat Conductive Grease 1/2 oz by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 120650/U</li>
<li>
<strong>UPC:</strong> 085267005319</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
high-limit-aquastat-controller-range-100-240-f-3-4-in-npt-manual-reset-spst-contacts-break-on-temperature-rise,L4006E1117,Aquastats & Wells,"Resideo L4006E1117/U High Limit Aquastat Controller, Range 100-240 °F, 3/4 in NPT, manual reset, SPST, contacts break on temperature rise",403,"<p>The High Limit Aquastat Controller, Range 100-240 °F, 3/4 in NPT, manual reset, SPST, contacts break on temperature rise by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006E1117/U</li>
<li>
<strong>UPC:</strong> 085267048934</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
high-limit-aquastat-controller-range-130-270-f-manual-reset-8-5-in-capillary-length-spst-contacts-break-on-temperature-rise,L4006E1042,Aquastats & Wells,"Resideo L4006E1042/U High Limit Aquastat Controller, Range 130-270 °F, manual reset, 8.5 in capillary length, SPST, contacts break on temperature rise",416,"<p>The High Limit Aquastat Controller, Range 130-270 °F, manual reset, 8.5 in capillary length, SPST, contacts break on temperature rise by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006E1042/U</li>
<li>
<strong>UPC:</strong> 085267048897</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
high-limit-aquastat-controller-range-130-270-f-manual-reset-spst-contacts-break-on-temperature-rise,L4006E1091,Aquastats & Wells,"Resideo L4006E1091/U High Limit Aquastat Controller, Range 130-270 °F, manual reset, SPST, contacts break on temperature rise",397,"<p>The High Limit Aquastat Controller, Range 130-270 °F, manual reset, SPST, contacts break on temperature rise by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4006E1091/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 1.3 lb</li>
</ul>"
