Handle,Command,Body HTML
water-leak-detector-and-cable-sensor-with-3-aa-batteries,UPDATE,"<p>The Water Leak Detector and Cable Sensor with 3 AA Batteries by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> CHW3610W1001/U</li>
<li>
<strong>UPC:</strong> 085267568074</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
<li>
<strong>Shipping Weight:</strong> 0.8 lb</li>
</ul>"
l1-wifi-water-leak-and-freeze-detector-and-sensor-cable,UPDATE,"<p>The L1 WiFi Water Leak and Freeze Detector and Sensor Cable by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> CHW3610W8001/U</li>
<li>
<strong>UPC:</strong> 194159013681</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
</ul>"
replacement-filter-insert-for-sizes-1-2-in-and-3-4-in,UPDATE,"<p>The Replacement filter insert for sizes 1/2 in and 3/4 in by Resideo is part of our water filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> ES06F-1/2A</li>
<li>
<strong>UPC:</strong> 4019837025786</li>
<li>
<strong>Category:</strong> Water Filters</li>
</ul>"
replacement-filter-insert-for-1-in-and-1-1-4-in,UPDATE,"<p>The Replacement filter insert for 1 in and 1-1/4 in by Resideo is part of our water filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> ES06F-1B</li>
<li>
<strong>UPC:</strong> 4019837030469</li>
<li>
<strong>Category:</strong> Water Filters</li>
</ul>"
3-4-in-water-filter,UPDATE,"<p>The 3/4 in Water Filter by Resideo is part of our water filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> F76S1015</li>
<li>
<strong>UPC:</strong> 085267819046</li>
<li>
<strong>Category:</strong> Water Filters</li>
</ul>"
red-bronze-filter-bowl-for-sizes-1-2-in-1-1-4-in,UPDATE,"<p>The Red bronze filter bowl for sizes 1/2 in 1 1/4 in by Resideo is part of our water filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> FT09RS-1A</li>
<li>
<strong>UPC:</strong> 4019837038755</li>
<li>
<strong>Category:</strong> Water Filters</li>
</ul>"
limit-control-fixed-200-f-range-3-in-insert-manual-reset,UPDATE,"<p>The Limit Control- fixed 200 °F range, 3 in insert Manual Reset by Resideo is part of our fan &amp; limit controllers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4029E1029/U</li>
<li>
<strong>UPC:</strong> 085267049368</li>
<li>
<strong>Category:</strong> Fan &amp; Limit Controllers</li>
</ul>"
fan-and-limit-controller-11-5-in-insert,UPDATE,"<p>The Fan and Limit Controller - 11.5 in insert by Resideo is part of our fan &amp; limit controllers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4064B2210/U</li>
<li>
<strong>UPC:</strong> 085267000192</li>
<li>
<strong>Category:</strong> Fan &amp; Limit Controllers</li>
</ul>"
fan-and-limit-controller-5-in-insert,UPDATE,"<p>The Fan and limit controller - 5 in insert by Resideo is part of our fan &amp; limit controllers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4064B2228/U</li>
<li>
<strong>UPC:</strong> 085267000208</li>
<li>
<strong>Category:</strong> Fan &amp; Limit Controllers</li>
</ul>"
fan-and-limit-controller-8-in-insert,UPDATE,"<p>The Fan and Limit Controller - 8 in insert by Resideo is part of our fan &amp; limit controllers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4064B2236/U</li>
<li>
<strong>Category:</strong> Fan &amp; Limit Controllers</li>
</ul>"
foot-mounted-actuator,UPDATE,"<p>The Foot Mounted Actuator by Resideo is part of our replacement actuators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> M847A1072/U</li>
<li>
<strong>UPC:</strong> 085267059138</li>
<li>
<strong>Category:</strong> Replacement Actuators</li>
</ul>"
motor-switch-terminal-24-v-ac-6-va,UPDATE,"<p>The Motor Switch Terminal - 24 V AC, 6 VA by Resideo is part of our replacement actuators selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> MSTN/U</li>
<li>
<strong>UPC:</strong> 085267260138</li>
<li>
<strong>Category:</strong> Replacement Actuators</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
automatic-backwash-control-f76s-f74c,UPDATE,"<p>The Automatic Backwash Control F76S F74C by Resideo is part of our water filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> MV876B1018</li>
<li>
<strong>UPC:</strong> 085267819091</li>
<li>
<strong>Category:</strong> Water Filters</li>
</ul>"
small-3-speed-circulation-pump,UPDATE,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PC3F1558IUF00/U</li>
<li>
<strong>UPC:</strong> 85267721745</li>
</ul>"
medium-3-speed-circulation-pump,UPDATE,"<p>The Medium 3-Speed Circulation Pump by Resideo is part of our fixed speed circulators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PC3F2699IUF00/U</li>
<li>
<strong>UPC:</strong> 085267950459</li>
<li>
<strong>Category:</strong> Fixed Speed Circulators</li>
</ul>"
1-in-circulating-pump-check-valve,UPDATE,"<p>The 1 in Circulating Pump Check Valve by Resideo is part of our pump flanges &amp; accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PCV100/U</li>
<li>
<strong>UPC:</strong> 085267837347</li>
<li>
<strong>Category:</strong> Pump Flanges &amp; Accessories</li>
</ul>"
1-1-4-in-circulating-pump-check-valve,UPDATE,"<p>The 1-1/4 in Circulating Pump Check Valve by Resideo is part of our pump flanges &amp; accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PCV125/U</li>
<li>
<strong>Category:</strong> Pump Flanges &amp; Accessories</li>
</ul>"
wet-rotor-universal-ecm-120v-circulator-lead-free,UPDATE,"<p>The Wet Rotor Universal ECM 120V Circulator - Lead Free by Resideo is part of our variable speed circulators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PCVF-ECM2020-LF/U</li>
<li>
<strong>UPC:</strong> 194159006669</li>
<li>
<strong>Category:</strong> Variable Speed Circulators</li>
</ul>"
wet-rotor-universal-ecm-120v-circulator,UPDATE,"<p>The Wet Rotor Universal ECM 120V Circulator by Resideo is part of our variable speed circulators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PCVF-ECM2020/U</li>
<li>
<strong>UPC:</strong> 194159006669</li>
<li>
<strong>Category:</strong> Variable Speed Circulators</li>
</ul>"
econoswitch-for-lights-and-motors-with-solar-timetable-white,UPDATE,"<p>The EconoSwitch™ for lights and motors with Solar Timetable, White by Resideo is part of our programmable switches selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PLS750C1000/U</li>
<li>
<strong>UPC:</strong> 085267838764</li>
<li>
<strong>Category:</strong> Programmable Switches</li>
</ul>"
electronic-oil-primary-with-15-seconds-lock-out,UPDATE,"<p>The Electronic Oil Primary with 15 seconds lock out by Resideo is part of our oil burner controls selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R7284B1024/U</li>
<li>
<strong>UPC:</strong> 085267336550</li>
<li>
<strong>Category:</strong> Oil Burner Controls</li>
</ul>"
multisystem-electronic-oil-primary,UPDATE,"<p>The Multisystem Electronic Oil Primary by Resideo is part of our oil burner controls selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R7284U1004/U</li>
<li>
<strong>Category:</strong> Oil Burner Controls</li>
<li>
<strong>Shipping Weight:</strong> 0.75 lb</li>
</ul>"
protectorelay-oil-burner-control-with-45-second-safety-timing,UPDATE,"<p>The Protectorelay® Oil Burner Control with 45 Second Safety Timing by Resideo is part of our oil burner controls selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R8184G4009/U</li>
<li>
<strong>Category:</strong> Oil Burner Controls</li>
<li>
<strong>Shipping Weight:</strong> 1.3 lb</li>
</ul>"
protectorelay-oil-burner-control-with-15-seconds-lock-out-timing,UPDATE,"<p>The Protectorelay® Oil Burner Control with 15 seconds lock out timing by Resideo is part of our oil burner controls selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R8184G4066/U</li>
<li>
<strong>Category:</strong> Oil Burner Controls</li>
</ul>"
single-use-water-leak-alarm-10-ct,UPDATE,"<p>The Single Use Water Leak Alarm (10 ct) by Resideo is part of our sensors selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> RWD11/C</li>
<li>
<strong>UPC:</strong> 085267508940</li>
<li>
<strong>Category:</strong> Sensors</li>
</ul>"
s483b1002-beige-winter-watchman,UPDATE,"<p>The S483B1002 Beige Winter Watchman by Resideo is part of our thermostat accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> S483B1002/U</li>
<li>
<strong>UPC:</strong> 085267083904</li>
<li>
<strong>Category:</strong> Thermostat Accessories</li>
</ul>"
sail-switch-with-5-in-wide-sail-bulk,UPDATE,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> S688A1007/B</li>
<li>
<strong>UPC:</strong> 085267084161</li>
</ul>"
replacement-electronic-fan-timer,UPDATE,"<p>The Replacement Electronic Fan Timer by Resideo is part of our fan &amp; limit controllers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> ST9103A1002/U</li>
<li>
<strong>UPC:</strong> 085267087377</li>
<li>
<strong>Category:</strong> Fan &amp; Limit Controllers</li>
</ul>"
commercialpro-7000-programmable-thermostat,UPDATE,"<p>The CommercialPRO 7000 Programmable Thermostat by Resideo is part of our programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TB7220U1012/U</li>
<li>
<strong>Category:</strong> Programmable Thermostats</li>
</ul>"
1-4-in-npt-connection-tridicator-with-1-21-32-in,UPDATE,"<p>The 1/4 in NPT Connection Tridicator with 1-21/32 in by Resideo is part of our temperature &amp; pressure gauges selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TD-090/U</li>
<li>
<strong>UPC:</strong> 380015252973</li>
<li>
<strong>Category:</strong> Temperature &amp; Pressure Gauges</li>
</ul>"
1-2-in-npt-connection-tridicator-with-29-32-in-stem,UPDATE,"<p>The 1/2 in NPT Connection Tridicator with 29/32 in stem by Resideo is part of our temperature &amp; pressure gauges selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TDV-040/U</li>
<li>
<strong>UPC:</strong> 085267833783</li>
<li>
<strong>Category:</strong> Temperature &amp; Pressure Gauges</li>
</ul>"
medium-universal-thermostat-guard-cover-clear,UPDATE,"<p>The Medium Universal Thermostat Guard Cover Clear by Resideo is part of our thermostat accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TG511A1000/U</li>
<li>
<strong>Category:</strong> Thermostat Accessories</li>
<li>
<strong>Shipping Weight:</strong> 1.2 lb</li>
</ul>"
medium-universal-thermostat-guard-cover-beige,UPDATE,"<p>The Medium Universal Thermostat Guard Cover Beige by Resideo is part of our thermostat accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TG511D1004/U</li>
<li>
<strong>UPC:</strong> 085267101042</li>
<li>
<strong>Category:</strong> Thermostat Accessories</li>
</ul>"
focuspro-6000-1-heat-1-cool-conventional-and-heat-pump-programmable-thermostat,UPDATE,"<p>The FocusPRO 6000 1 heat/1 cool conventional and heat pump programmable thermostat by Resideo is part of our programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH6110D1021/U</li>
<li>
<strong>UPC:</strong> 085267257046</li>
<li>
<strong>Category:</strong> Programmable Thermostats</li>
</ul>"
focuspro-6000-5-1-1-programmable-wireless-thermostat,UPDATE,"<p>The FocusPRO® 6000 5-1-1 programmable wireless thermostat by Resideo is part of our programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH6320R1004/U</li>
<li>
<strong>UPC:</strong> 085267329385</li>
<li>
<strong>Category:</strong> Programmable Thermostats</li>
</ul>"
visionpro-8000-with-redlink-technology-for-residential-or-commercial-use-stages-up-to-1-heat-1-cool,UPDATE,"<p>The VisionPRO® 8000 with RedLINK® technology for residential or commercial use. Stages up to 1 Heat / 1 Cool by Resideo is part of our smart thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH8110R1008/U</li>
<li>
<strong>UPC:</strong> 085267444316</li>
<li>
<strong>Category:</strong> Smart Thermostats</li>
</ul>"
wi-fi-visionpro-8000-for-residential-or-commercial-use-stages-up-to-up-to-3-heat-2-cool,UPDATE,"<p>The Wi-Fi VisionPRO® 8000 for residential or commercial use. Stages up to Up to 3 Heat / 2 Cool. by Resideo is part of our smart thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH8321WF1001/U</li>
<li>
<strong>UPC:</strong> 085267872416</li>
<li>
<strong>Category:</strong> Smart Thermostats</li>
<li>
<strong>Shipping Weight:</strong> 0.5 lb</li>
</ul>"
wifi-9000-color-touchscreen-thermostat,UPDATE,"<p>The WiFi 9000 Color Touchscreen Thermostat by Resideo is part of our smart thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH9320WF5003/U</li>
<li>
<strong>UPC:</strong> 085267344951</li>
<li>
<strong>Category:</strong> Smart Thermostats</li>
<li>
<strong>Shipping Weight:</strong> 0.65 lb</li>
</ul>"
coverplate-assembly-for-use-with-the-redlink-visionpro,UPDATE,"<p>The Coverplate assembly for use with the RedLINK® VisionPRO® by Resideo is part of our thermostat accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> THP2400A1019/U</li>
<li>
<strong>UPC:</strong> 085267957427</li>
<li>
<strong>Category:</strong> Thermostat Accessories</li>
</ul>"
white-coverplate-assembly-for-use-with-the-prestige-2-wire-iaq-thermostat,UPDATE,"<p>The White Coverplate assembly for use with the Prestige® 2-Wire IAQ Thermostat by Resideo is part of our thermostat accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> THP2400A1027W/U</li>
<li>
<strong>UPC:</strong> 085267277822</li>
<li>
<strong>Category:</strong> Thermostat Accessories</li>
</ul>"
large-cover-plate-j-box-adapter-for-t-series-thermostats,UPDATE,"<p>The Large Cover Plate &amp; J-Box Adapter for T-Series Thermostats by Resideo is part of our thermostat accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> THP2400A1080/U</li>
<li>
<strong>UPC:</strong> 194159007178</li>
<li>
<strong>Category:</strong> Thermostat Accessories</li>
</ul>"
wiresaver-a-c-wire-adapter-for-wi-fi-thermostats-or-redlink-8000-series-models,UPDATE,"<p>The WireSaver, a C-Wire Adapter for Wi-Fi thermostats or RedLINK 8000 series models by Resideo is part of our thermostat accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> THP9045A1023/U</li>
<li>
<strong>UPC:</strong> 085267543866</li>
<li>
<strong>Category:</strong> Thermostat Accessories</li>
</ul>"
2-wire-iaq-high-definition-color-touchscreen-white-front-white-side-thermostat-with-redlink-technology,UPDATE,"<p>The 2-Wire IAQ high definition color touchscreen white front/white side thermostat with RedLINK® technology by Resideo is part of our smart thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> THX9421R5021WW/U</li>
<li>
<strong>UPC:</strong> 085267653626</li>
<li>
<strong>Category:</strong> Smart Thermostats</li>
</ul>"
l5-wifi-replacement-actuator,UPDATE,"<p>The L5 WiFi Replacement Actuator by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VB-SP02Y-002</li>
<li>
<strong>UPC:</strong> 194159008007</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
</ul>"
l5-wifi-power-adapter-for-north-america,UPDATE,"<p>The L5 WiFi Power Adapter for North America by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VB-SP02Y-002</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
<li>
<strong>Shipping Weight:</strong> 0.6 lb</li>
</ul>"
3-way-1-2-in-sweat-vc-valve-assembly-3-8-cv-and-linear-flow,UPDATE,"<p>The 3-way 1/2 in Sweat VC Valve Assembly 3.8 Cv and linear flow by Resideo is part of our 3-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZMA6100/U</li>
<li>
<strong>UPC:</strong> 085267815246</li>
<li>
<strong>Category:</strong> 3-Way Zone Valve</li>
</ul>"
3-way-1-in-fnpt-vc-valve-assembly-8-6-cv-and-linear-flow,UPDATE,"<p>The 3-way 1 in fNPT VC Valve Assembly 8.6 Cv and linear flow by Resideo is part of our 3-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZMR6100/U</li>
<li>
<strong>UPC:</strong> 085267815307</li>
<li>
<strong>Category:</strong> 3-Way Zone Valve</li>
</ul>"
3-way-1-in-sweat-vc-valve-assembly-9-cv-and-linear-flow,UPDATE,"<p>The 3-way 1 in Sweat VC Valve Assembly 9 Cv and linear flow by Resideo is part of our 3-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZMS6100/U</li>
<li>
<strong>UPC:</strong> 085267813808</li>
<li>
<strong>Category:</strong> 3-Way Zone Valve</li>
</ul>"
3-way-1-2-in-fnpt-vc-valve-assembly-3-7-cv-and-linear-flow,UPDATE,"<p>The 3-way 1/2 in fNPT VC Valve Assembly 3.7 Cv and linear flow by Resideo is part of our 3-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZNB6100/U</li>
<li>
<strong>UPC:</strong> 085267815291</li>
<li>
<strong>Category:</strong> 3-Way Zone Valve</li>
</ul>"
two-way-fan-coil-valve-1-2-in-npt-3-5-cv-3-0-kvs,UPDATE,"<p>The Two-way Fan Coil Valve, 1/2 in NPT, 3.5 Cv/3.0 Kvs by Resideo is part of our fan coil zone valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU52N1019/U</li>
<li>
<strong>UPC:</strong> 085267831352</li>
<li>
<strong>Category:</strong> Fan Coil Zone Valves</li>
</ul>"
