handle,modelo,tipo,title,chars_antes,descricao_anterior
2-position-low-volt-actuator-for-vc-series-with-end-switch-hone-vc8714zz11-u,VC8714ZZ11,Zone Valve Replacement Heads,Resideo 2-position Low Volt Actuator for VC Series with End Switch VC8714ZZ11/U,359,"<p>The 2-position Low Volt Actuator for VC Series with End Switch by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VC8714ZZ11/U</li>
<li>
<strong>UPC:</strong> 085267823616</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
2-way-1-2-in-fnpt-vc-valve-assembly-3-5-cv-and-linear-flow,VCZBB1100,2-Way Zone Valve,Resideo VCZBB1100/U 2-way 1/2 in fNPT VC Valve Assembly 3.5 Cv and linear flow,334,"<p>The 2-way 1/2 in fNPT VC Valve Assembly 3.5 Cv and linear flow by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZBB1100/U</li>
<li>
<strong>UPC:</strong> 085267815277</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
2-way-1-2-in-sweat-vc-valve-assembly-3-5-cv-and-linear-flow,VCZAA1100,2-Way Zone Valve,Resideo VCZAA1100/E 2-way 1/2 in Sweat VC Valve Assembly 3.5 Cv and linear flow,335,"<p>The 2-way 1/2 in Sweat VC Valve Assembly 3.5 Cv and linear flow by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZAA1100/E</li>
<li>
<strong>UPC:</strong> 085267813785</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
2-way-1-in-fnpt-vc-valve-assy-6-6-cv-and-linear-flow,VCZAR1100,2-Way Zone Valve,Resideo VCZAR1100/U 2-way 1 in fNPT VC Valve Assy 6.6 Cv and linear flow,328,"<p>The 2-way 1 in fNPT VC Valve Assy 6.6 Cv and linear flow by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZAR1100/U</li>
<li>
<strong>UPC:</strong> 085267815222</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
2-way-3-4-in-fnpt-vc-valve-assy-4-7-cv-and-linear-flow,VCZAL1100,2-Way Zone Valve,Resideo 2-way 3/4 in fNPT VC Valve Assy 4.7 Cv and linear flow VCZAL1100/E,330,"<p>The 2-way 3/4 in fNPT VC Valve Assy 4.7 Cv and linear flow by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZAL1100/E</li>
<li>
<strong>UPC:</strong> 085267815208</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
2-way-3-4-in-fnpt-vc-valve-assy-4-7-cv-and-linear-flow-hone-vczal3100-u,VCZAL3100,2-Way Zone Valve,Resideo 2-way 3/4 in fNPT VC Valve Assy 4.7 Cv and linear flow VCZAL3100/U,330,"<p>The 2-way 3/4 in fNPT VC Valve Assy 4.7 Cv and linear flow by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZAL3100/U</li>
<li>
<strong>UPC:</strong> 085267313650</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-2-in-flare-n-c-zone-valve,V8043A1003,2-Way Zone Valve,Resideo V8043A1003/U 24 Vac 1/2 in Flare N.C. Zone Valve,312,"<p>The 24 Vac 1/2 in Flare N.C. Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043A1003/U</li>
<li>
<strong>UPC:</strong> 085267109598</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-2-in-invert-flare-n-c-quickfit-zone-valve-with-18-in-lead-wires,V8043E1129,2-Way Zone Valve,Resideo V8043E1129/U 24 Vac 1/2 in Invert-Flare N.C. QuickFit Zone Valve with 18 in lead wires,350,"<p>The 24 Vac 1/2 in Invert-Flare N.C. QuickFit Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E1129/U</li>
<li>
<strong>UPC:</strong> 085267109734</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-2-in-npt-n-c-zone-valve,V8043A1227,2-Way Zone Valve,Resideo V8043A1227/U 24 Vac 1/2 in NPT N.C. Zone Valve,310,"<p>The 24 Vac 1/2 in NPT N.C. Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043A1227/U</li>
<li>
<strong>UPC:</strong> 085267812337</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-2-in-npt-nc-quickfit-zone-valve,V8044A1135,2-Way Zone Valve,Resideo V8044A1135/U 24 Vac 1/2 in NPT NC QuickFit Zone Valve,317,"<p>The 24 Vac 1/2 in NPT NC QuickFit Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8044A1135/U</li>
<li>
<strong>UPC:</strong> 085267812399</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-2-in-sweat-n-c-quickfit-zone-valve,V8044A1010,2-Way Zone Valve,Resideo V8044A1010/U 24 Vac 1/2 in Sweat N.C. QuickFit Zone Valve,276,"<p>The 24 Vac 1/2 in Sweat N.C. QuickFit Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8044A1010/U</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-2-in-sweat-n-c-zone-valve,V8043A1011,2-Way Zone Valve,Resideo V8043A1011/U 24 Vac 1/2 in Sweat N.C. Zone Valve,312,"<p>The 24 Vac 1/2 in Sweat N.C. Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043A1011/U</li>
<li>
<strong>UPC:</strong> 085267109604</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-2-in-sweat-n-c-zone-valve-with-18-in-lead-wires,V8043E1004,2-Way Zone Valve,Resideo V8043E1004/U 24 Vac 1/2 in Sweat N.C. Zone Valve with 18 in lead wires,340,"<p>The 24 Vac 1/2 in Sweat N.C. Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E1004/U</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
<li>
<strong>Shipping Weight:</strong> 2.5 lb</li>
</ul>"
24-vac-1-2-in-sweat-n-o-zone-valve,V8043B1019,2-Way Zone Valve,Resideo V8043B1019/U 24 Vac 1/2 in Sweat N.O. Zone Valve,312,"<p>The 24 Vac 1/2 in Sweat N.O. Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043B1019/U</li>
<li>
<strong>UPC:</strong> 085267109666</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-in-npt-n-c-quickfit-zone-valve-with-18-in-lead-wires,V8043E1137,2-Way Zone Valve,Resideo V8043E1137/U 24 Vac 1 in NPT N.C. QuickFit Zone Valve with 18 in lead wires,339,"<p>The 24 Vac 1 in NPT N.C. QuickFit Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E1137/U</li>
<li>
<strong>UPC:</strong> 085267812382</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-in-sweat-n-c-quickfit-zone-valve-with-18-in-lead-wires,V8043E5079,2-Way Zone Valve,Resideo V8043E5079/U 24 Vac 1 in Sweat N.C. QuickFit Zone Valve with 18 in lead wires,392,"<p>The 24 Vac 1 in Sweat N.C. QuickFit Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E5079/U</li>
<li>
<strong>UPC:</strong> 085267833554</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
<li>
<strong>Shipping Weight:</strong> 2.3 lb</li>
</ul>"
24-vac-1-in-sweat-n-c-zone-valve,V8043F1051,2-Way Zone Valve,Resideo V8043F1051/U 24 Vac 1 in Sweat N.C. Zone Valve,310,"<p>The 24 Vac 1 in Sweat N.C. Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043F1051/U</li>
<li>
<strong>UPC:</strong> 085267000772</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-1-in-sweat-n-c-zone-valve-with-18-in-lead-wires,V8043E1020,2-Way Zone Valve,Resideo V8043E1020/U 24 Vac 1 in Sweat N.C. Zone Valve with 18 in lead wires,337,"<p>The 24 Vac 1 in Sweat N.C. Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E1020/U</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
<li>
<strong>Shipping Weight:</strong> 10 lb</li>
</ul>"
24-vac-3-4-in-npt-n-c-quickfit-zone-valve,V8044A1143,2-Way Zone Valve,Resideo V8044A1143/U 24 Vac 3/4 in NPT N.C. QuickFit Zone Valve,319,"<p>The 24 Vac 3/4 in NPT N.C. QuickFit Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8044A1143/U</li>
<li>
<strong>UPC:</strong> 085267812405</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-3-4-in-npt-n-c-quickfit-zone-valve-with-18-in-lead-wires,V8043E1145,2-Way Zone Valve,Resideo V8043E1145/U 24 Vac 3/4 in NPT N.C. QuickFit Zone Valve with 18 in lead wires,341,"<p>The 24 Vac 3/4 in NPT N.C. QuickFit Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E1145/U</li>
<li>
<strong>UPC:</strong> 085267812320</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-3-4-in-pro-press-zone-valve-with-18-in-lead-wire,V8043A1312,2-Way Zone Valve,Resideo V8043A1312/U 24 Vac 3/4 in Pro Press Zone Valve with 18 in lead wire,332,"<p>The 24 Vac 3/4 in Pro Press Zone Valve with 18 in lead wire by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043A1312/U</li>
<li>
<strong>UPC:</strong> 085267806046</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve,V8043A5029,2-Way Zone Valve,Resideo V8043A5029/U 24 Vac 3/4 in Sweat N.C. QuickFit® Zone Valve,322,"<p>The 24 Vac 3/4 in Sweat N.C. QuickFit® Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043A5029/U</li>
<li>
<strong>UPC:</strong> 085267833509</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve-hone-v8043f5036-u,V8043F5036,2-Way Zone Valve,Resideo 24 Vac 3/4 in Sweat N.C. QuickFit Zone Valve V8043F5036/U,321,"<p>The 24 Vac 3/4 in Sweat N.C. QuickFit Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043F5036/U</li>
<li>
<strong>UPC:</strong> 085267833561</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve-hone-v8044a1044-u,V8044A1044,2-Way Zone Valve,Resideo 24 Vac 3/4 in Sweat N.C. QuickFit Zone Valve V8044A1044/U,321,"<p>The 24 Vac 3/4 in Sweat N.C. QuickFit Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8044A1044/U</li>
<li>
<strong>UPC:</strong> 085267109857</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve-with-18-in-lead-wires,V8043E5012,2-Way Zone Valve,Resideo 24 Vac 3/4 in Sweat N.C. QuickFit Zone Valve with 18 in lead wires V8043E5012/U,343,"<p>The 24 Vac 3/4 in Sweat N.C. QuickFit Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E5012/U</li>
<li>
<strong>UPC:</strong> 085267833523</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-3-4-in-sweat-n-c-quickfit-zone-valve-with-18-in-lead-wires-hone-v8043e5061-u,V8043E5061,2-Way Zone Valve,Resideo 24 Vac 3/4 in Sweat N.C. QuickFit Zone Valve with 18 in lead wires V8043E5061/U,347,"<p>The 24 Vac 3/4 in Sweat N.C. QuickFit Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E5061/U</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
<li>
<strong>Shipping Weight:</strong> 2 lb</li>
</ul>"
24-vac-3-4-in-sweat-n-c-zone-valve,V8043F1093,2-Way Zone Valve,Resideo 24 Vac 3/4 in Sweat N.C. Zone Valve V8043F1093/U,361,"<p>The 24 Vac 3/4 in Sweat N.C. Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043F1093/U</li>
<li>
<strong>UPC:</strong> 085267109789</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
<li>
<strong>Shipping Weight:</strong> 2 lb</li>
</ul>"
24-vac-3-4-in-sweat-n-c-zone-valve-hone-v8044e1011-u,V8044E1011,2-Way Zone Valve,Resideo 24 Vac 3/4 in Sweat N.C. Zone Valve V8044E1011/U,267,"<p>The 24 Vac 3/4 in Sweat N.C. Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8044E1011/U</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-3-4-in-sweat-n-c-zone-valve-with-18-in-lead-wires,V8043E1012,2-Way Zone Valve,Resideo 24 Vac 3/4 in Sweat N.C. Zone Valve with 18 in lead wires V8043E1012/U,385,"<p>The 24 Vac 3/4 in Sweat N.C. Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E1012/U</li>
<li>
<strong>UPC:</strong> 085267990042</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
<li>
<strong>Shipping Weight:</strong> 2.2 lb</li>
</ul>"
24-vac-3-4-in-sweat-n-c-zone-valve-with-18-in-lead-wires-hone-v8043e1061-u,V8043E1061,2-Way Zone Valve,Resideo 24 Vac 3/4 in Sweat N.C. Zone Valve with 18 in lead wires V8043E1061/U,385,"<p>The 24 Vac 3/4 in Sweat N.C. Zone Valve with 18 in lead wires by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043E1061/U</li>
<li>
<strong>UPC:</strong> 085267109710</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
<li>
<strong>Shipping Weight:</strong> 2.2 lb</li>
</ul>"
24-vac-3-4-in-sweat-n-o-zone-valve,V8043B1027,2-Way Zone Valve,Resideo V8043B1027/U 24 Vac 3/4 in Sweat N.O. Zone Valve,267,"<p>The 24 Vac 3/4 in Sweat N.O. Zone Valve by Resideo is part of our 2-way zone valve selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V8043B1027/U</li>
<li>
<strong>Category:</strong> 2-Way Zone Valve</li>
</ul>"
24-vac-50-60-hz-replacement-head-for-v8043a,40003916-021,Zone Valve Replacement Heads,"Resideo 40003916-021/U 24 Vac, 50/60 Hz Replacement head for V8043A",347,"<p>The 24 Vac, 50/60 Hz Replacement head for V8043A by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003916-021/U</li>
<li>
<strong>UPC:</strong> 085267030731</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
24-volt-replacement-motor-for-v8043-and-v8044,802360JA,Zone Valve Replacement Heads,Resideo 802360JA/U 24-Volt Replacement Motor for V8043 and V8044,396,"<p>The 24-Volt Replacement Motor for V8043 and V8044 by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 802360JA/U</li>
<li>
<strong>UPC:</strong> 085267034166</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
<li>
<strong>Shipping Weight:</strong> 1.19 lb</li>
</ul>"
24v-50-60-hz-replacement-motor-for-v8043j-steam-heating-zone-valves,802360UA,Zone Valve Replacement Heads,"Resideo 802360UA/U 24V, 50/60 Hz Replacement Motor for V8043J Steam/Heating Zone Valves",373,"<p>The 24V, 50/60 Hz Replacement Motor for V8043J Steam/Heating Zone Valves by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 802360UA/U</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
<li>
<strong>Shipping Weight:</strong> 0.6 lb</li>
</ul>"
277v-replacement-motor-for-v4043-or-v4044-zone-valves,802360QA,Zone Valve Replacement Heads,Resideo 802360QA/U 277V Replacement motor for V4043 or V4044 Zone Valves,352,"<p>The 277V Replacement motor for V4043 or V4044 Zone Valves by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 802360QA/U</li>
<li>
<strong>UPC:</strong> 085267034203</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
actuator-for-vc-series-valves-spst-2-position-24-vac,VC8110ZZ03,Zone Valve Replacement Heads,"Resideo VC8110ZZ03/U Actuator for VC Series Valves, SPST, 2-position, 24 Vac",356,"<p>The Actuator for VC Series Valves, SPST, 2-position, 24 Vac by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VC8110ZZ03/U</li>
<li>
<strong>UPC:</strong> 085267815048</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
actuator-with-with-power-failure-reposition-2-to-10-vdc,VC7936ZZ11-529,Zone Valve Replacement Heads,Resideo VC7936ZZ11-529/U Actuator with with Power Failure Reposition 2 to 10 Vdc,360,"<p>The Actuator with with Power Failure Reposition 2 to 10 Vdc by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VC7936ZZ11-529/U</li>
<li>
<strong>UPC:</strong> 085267832441</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
adaptor-kit-for-v4043e-j-v8043j-low-pressure-steam-valves,40003918-008,Zone Valve Parts,"Resideo 40003918-008/U Adaptor Kit For V4043E,J; V8043J Low Pressure Steam Valves",337,"<p>The Adaptor Kit For V4043E,J; V8043J Low Pressure Steam Valves by Resideo is part of our zone valve parts selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003918-008/U</li>
<li>
<strong>UPC:</strong> 085267031035</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
</ul>"
nc-rebuild-kit-for-1-2-to-1-in-vu53-fan-coil-valve,QVU8143A3231,Zone Valve Parts,Resideo QVU8143A3231/U NC Rebuild Kit for 1/2 to 1 in VU53 Fan Coil Valve,431,"<p>The NC Rebuild Kit for 1/2 to 1 in VU53 Fan Coil Valve by Resideo is part of our zone valve parts selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> QVU8143A3231/U</li>
<li>
<strong>UPC:</strong> 085267985147</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
