Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit
1-1-2-copper-fittings-dwv-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-DWV-150-MA-C,0.435,lb
2-copper-fittings-dwv-sanitary-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-200-SANT-C,0.851,lb
1-2-carbon-steel-press-fittings-gas-flange-p-x-flange,UPDATE,UPDATE,CRBN-050-FLG-G,1.225,lb
1-2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-2.5,0.179,lb
3-4-x-1-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-1.5,0.141,lb
1-1-4-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-125-CLS,0.309,lb
1-1-2-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-150-CLS,0.397,lb
2-1-2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-250-3.5,1.691,lb
1-2-copper-sweat-fittings-fitting-female-adapter-ftg-x-fpt,UPDATE,UPDATE,COPF-050-FTGFA-C,0.114,lb
1-1-4-x-1-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100.075-TEE-C,0.381,lb
2-x-3-4-x-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.075.200-TEE-C,1.708,lb
1-1-2-copper-fittings-dwv-coupling-c-x-c,UPDATE,UPDATE,COPF-DWV-150-CPL-C,0.114,lb
3-4-x-1-2-x-3-4-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-075.050.075-TEE,0.33,lb
1-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-2,0.28,lb
1-1-4-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-2,0.379,lb
1-2-x-1-4-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-050.025-FTR,0.025,lb
1-2-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-050-CPL/DS-C,0.025,lb
1-2-copper-sweat-fittings-fitting-male-adapter-ftg-x-mpt,UPDATE,UPDATE,COPF-050-FTGMA-C,0.088,lb
1-2-x-1-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-050.025-FTR-C,0.025,lb
3-4-x-1-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-075.100-FA-C,0.275,lb
1-x-1-2-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.050.075-TEE-C,0.276,lb
1-x-3-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-100.075-FTR-C,0.113,lb
1-1-4-copper-sweat-fittings-fitting-female-adapter-ftg-x-fpt,UPDATE,UPDATE,COPF-125-FTGFA-C,0.402,lb
3-copper-fittings-dwv-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-DWV-300-ST45-C,0.815,lb
1-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-2.5,0.351,lb
