Handle,Command,Body HTML
redlink-equipment-remote-module,UPDATE,"<p>The RedLINK® Equipment Remote Module by Resideo is part of our redlink accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> ERM5220R1018/U</li>
<li>
<strong>UPC:</strong> 085267844734</li>
<li>
<strong>Category:</strong> RedLINK Accessories</li>
</ul>"
16-in-x-20-in-media-air-cleaner-merv-11,UPDATE,"<p>The 16 in x 20 in Media Air Cleaner MERV 11 by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> F100F1620/U</li>
<li>
<strong>UPC:</strong> 085267190589</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
16-in-x-25-in-media-air-cleaner-merv-11,UPDATE,"<p>The 16 in x 25 in Media Air Cleaner MERV 11 by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> F100F1625/U</li>
<li>
<strong>UPC:</strong> 085267792660</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
20-in-x-20-in-media-air-cleaner-merv-11,UPDATE,"<p>The 20 in x 20 in Media Air Cleaner MERV 11 by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> F100F2020/U</li>
<li>
<strong>UPC:</strong> 085267878432</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
20-in-x-25-in-media-air-cleaner-merv-11,UPDATE,"<p>The 20 in x 25 in Media Air Cleaner MERV 11 by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> F100F2025/U</li>
<li>
<strong>UPC:</strong> 085267941563</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
electronic-air-cleaner-16x20,UPDATE,"<p>The Electronic Air Cleaner, 16x20 by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> F300E1001/U</li>
<li>
<strong>UPC:</strong> 085267207874</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
16-in-x-20-in-merv-10-replacement-media-filter,UPDATE,"<p>The 16 in x 20 in MERV 10 Replacement Media Filter by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> FC100A1003/U</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
20-in-x-20-in-merv-11-replacement-media-filter,UPDATE,"<p>The 20 in x 20 in MERV 11 Replacement Media Filter by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> FC100A1011/U</li>
<li>
<strong>UPC:</strong> 085267210188</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
16-in-x-25-in-merv-11-replacement-media-filter,UPDATE,"<p>The 16 in x 25 in MERV 11 Replacement Media Filter by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> FC100A1029/U</li>
<li>
<strong>UPC:</strong> 085267210195</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
20-in-x-25-in-merv-11-replacement-media-filter,UPDATE,"<p>The 20 in x 25 in MERV 11 Replacement Media Filter by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> FC100A1037/U</li>
<li>
<strong>UPC:</strong> 085267210201</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
16-in-x-25-in-merv-13-charged-media-filter,UPDATE,"<p>The 16 in x 25 in MERV 13 Charged-Media Filter by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> FC200E1029/U</li>
<li>
<strong>UPC:</strong> 085267210256</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
20-in-x-25-in-merv-13-charged-media-filter,UPDATE,"<p>The 20 in x 25 in MERV 13 Charged-Media Filter by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> FC200E1037/U</li>
<li>
<strong>UPC:</strong> 085267210263</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
20-in-x-30-in-x-4-in-return-grille-media-air-filter,UPDATE,"<p>The 20 in x 30 in x 4 in Return Grille Media Air Filter by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> FC40R1029/U</li>
<li>
<strong>UPC:</strong> 085267217088</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
digital-bath-fan-control,UPDATE,"<p>The Digital Bath Fan Control by Resideo is part of our ventilation controls &amp; accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HVC0001/U</li>
<li>
<strong>UPC:</strong> 085267077699</li>
<li>
<strong>Category:</strong> Ventilation Controls &amp; Accessories</li>
</ul>"
truezone-hz311-panel,UPDATE,"<p>The TrueZONE® HZ311 Panel by Resideo is part of our forced air zone panels selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HZ311/U</li>
<li>
<strong>UPC:</strong> 085267297950</li>
<li>
<strong>Category:</strong> Forced Air Zone Panels</li>
</ul>"
truezone-kit-dats-transform-hz311-pnl,UPDATE,"<p>The TrueZONE® Kit - DATS/Transform/HZ311 Pnl by Resideo is part of our forced air zone panels selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HZ311K/U</li>
<li>
<strong>UPC:</strong> 085267314350</li>
<li>
<strong>Category:</strong> Forced Air Zone Panels</li>
</ul>"
truezone-hz322-panel,UPDATE,"<p>The TrueZONE® HZ322 Panel by Resideo is part of our forced air zone panels selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HZ322/U</li>
<li>
<strong>UPC:</strong> 085267297967</li>
<li>
<strong>Category:</strong> Forced Air Zone Panels</li>
</ul>"
truezone-kit-dats-transform-hz322-pnl,UPDATE,"<p>The TrueZONE® Kit - DATS/Transform/HZ322 Pnl by Resideo is part of our forced air zone panels selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HZ322K/U</li>
<li>
<strong>UPC:</strong> 085267314367</li>
<li>
<strong>Category:</strong> Forced Air Zone Panels</li>
</ul>"
truezone-hz432-panel,UPDATE,"<p>The TrueZONE® HZ432 Panel by Resideo is part of our forced air zone panels selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HZ432/U</li>
<li>
<strong>UPC:</strong> 085267297943</li>
<li>
<strong>Category:</strong> Forced Air Zone Panels</li>
</ul>"
truezone-hz432-panel-kit,UPDATE,"<p>The TrueZONE® HZ432 Panel Kit by Resideo is part of our forced air zone panels selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HZ432K/U</li>
<li>
<strong>UPC:</strong> 085267314374</li>
<li>
<strong>Category:</strong> Forced Air Zone Panels</li>
</ul>"
8-in-round-modulating-damper,UPDATE,"<p>The 8 in Round Modulating Damper by Resideo is part of our bypass dampers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> MARD8/U</li>
<li>
<strong>UPC:</strong> 085267228497</li>
<li>
<strong>Category:</strong> Bypass Dampers</li>
</ul>"
20-in-x-25-in-x-5-in-popup-replacement-filter-for-space-guard-2200,UPDATE,"<p>The 20 in x 25 in x 5 in POPUP Replacement Filter for Space-Guard -2200 by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> POPUP2200/U</li>
<li>
<strong>UPC:</strong> 085267271745</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
16-in-x-28-in-x-5-in-popup-replacement-filter-for-space-guard-2400,UPDATE,"<p>The 16 in x 28 in x 5 in POPUP Replacement Filter for Space-Guard -2400 by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> POPUP2400/U</li>
<li>
<strong>UPC:</strong> 085267271752</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
sail-switch-with-5-in-wide-sail,UPDATE,"<p>The Sail Switch with 5 in wide sail by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> S688A1007/U</li>
<li>
<strong>UPC:</strong> 085267084161</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
wireless-adapter-for-use-with-redlink-enabled-thermostats-and-truezone-system,UPDATE,"<p>The Wireless Adapter for Use With RedLINK®-Enabled Thermostats and TrueZONE® System by Resideo is part of our redlink accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> THM4000R1000/U</li>
<li>
<strong>UPC:</strong> 085267329538</li>
<li>
<strong>Category:</strong> RedLINK Accessories</li>
</ul>"
prestige-2-wire-iaq-equipment-interface-module,UPDATE,"<p>The Prestige® 2-Wire IAQ Equipment Interface Module by Resideo is part of our redlink accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> THM5421R1021/U</li>
<li>
<strong>Category:</strong> RedLINK Accessories</li>
</ul>"
single-bulb-24v-uv-air-treatment-or-coil-irradiation,UPDATE,"<p>The Single bulb 24V UV Air Treatment or Coil Irradiation by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> UV2400U1000/U</li>
<li>
<strong>UPC:</strong> 085267716598</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
replacement-lamp-for-uv2400,UPDATE,"<p>The Replacement Lamp for UV2400 by Resideo is part of our air cleaners &amp; filters selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> UV2400XLAM1/U</li>
<li>
<strong>UPC:</strong> 085267182423</li>
<li>
<strong>Category:</strong> Air Cleaners &amp; Filters</li>
</ul>"
fresh-air-ventilation-control,UPDATE,"<p>The Fresh Air Ventilation Control by Resideo is part of our ventilation controls &amp; accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> W8150A1001/U</li>
<li>
<strong>UPC:</strong> 085267256155</li>
<li>
<strong>Category:</strong> Ventilation Controls &amp; Accessories</li>
</ul>"
fresh-air-ventilation-system-with-truezone-damper,UPDATE,"<p>The Fresh Air Ventilation System with TrueZONE® Damper by Resideo is part of our ventilation controls &amp; accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Y8150A1017/U</li>
<li>
<strong>UPC:</strong> 085267817998</li>
<li>
<strong>Category:</strong> Ventilation Controls &amp; Accessories</li>
</ul>"
redlink-equipment-remote-module-kit,UPDATE,"<p>The RedLINK® Equipment Remote Module Kit by Resideo is part of our redlink accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> YERM5220RVPEIM/U</li>
<li>
<strong>UPC:</strong> 085267181075</li>
<li>
<strong>Category:</strong> RedLINK Accessories</li>
</ul>"
prestige-2-wire-iaq-equipment-interface-module-kit-with-two-duct-sensors,UPDATE,"<p>The Prestige® 2-Wire IAQ Equipment Interface Module Kit With Two Duct Sensors by Resideo is part of our redlink accessories selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> YTHM5421R1010/U</li>
<li>
<strong>Category:</strong> RedLINK Accessories</li>
</ul>"
