handle,modelo,tipo,title,chars_antes,descricao_anterior
high-capacity-thermostatic-radiator-actuator-16-ft,T104B1046,Thermostatic Radiator Controls & Valves,Resideo T104B1046 High Capacity Thermostatic Radiator Actuator 16 ft,378,"<p>The High Capacity Thermostatic Radiator Actuator 16 ft by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T104B1046</li>
<li>
<strong>UPC:</strong> 085267087650</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
high-capacity-thermostatic-radiator-actuator-40-mm-diameter,T104C1036,Thermostatic Radiator Controls & Valves,Resideo T104C1036 High Capacity Thermostatic Radiator Actuator - 40 mm Diameter,389,"<p>The High Capacity Thermostatic Radiator Actuator - 40 mm Diameter by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T104C1036</li>
<li>
<strong>UPC:</strong> 085267087667</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
high-capacity-thermostatic-radiator-actuator-integral-setpoint,T104F1512,Thermostatic Radiator Controls & Valves,Resideo T104F1512 High Capacity Thermostatic Radiator Actuator - Integral Setpoint,392,"<p>The High Capacity Thermostatic Radiator Actuator - Integral Setpoint by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T104F1512</li>
<li>
<strong>UPC:</strong> 085267087698</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
horizontal-angle-pattern-1-2-in-high-capacity-valve,V110F1002,Thermostatic Radiator Controls & Valves,Resideo V110F1002/U Horizontal Angle Pattern 1/2 in High Capacity Valve,336,"<p>The Horizontal Angle Pattern 1/2 in High Capacity Valve by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V110F1002/U</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
horizontal-angle-pattern-3-4-in-high-capacity-valve,V110F1010,Thermostatic Radiator Controls & Valves,Resideo V110F1010/U Horizontal Angle Pattern 3/4 in High Capacity Valve,381,"<p>The Horizontal Angle Pattern 3/4 in High Capacity Valve by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V110F1010/U</li>
<li>
<strong>UPC:</strong> 085267103282</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
horizontal-angle-pattern-3-4-in-radiator-valve,V2040ASL20,Thermostatic Radiator Controls & Valves,Resideo V2040ASL20 Horizontal Angle Pattern 3/4 in Radiator Valve,376,"<p>The Horizontal Angle Pattern 3/4 in Radiator Valve by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V2040ASL20</li>
<li>
<strong>UPC:</strong> 4029289039972</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
line-volt-5-2-programmable-thermostat-with-triac-for-electric-heat,TH105PLUS,Line Voltage Thermostats,Resideo TH105PLUS/U Line Volt 5-2 Programmable Thermostat with TRIAC for Electric Heat,358,"<p>The Line Volt 5-2 programmable thermostat with TRIAC for electric heat by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH105PLUS/U</li>
<li>
<strong>UPC:</strong> 775264105005</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
line-volt-7-day-programmable-thermostat-for-electric-heat,TH115-A-120S,Line Voltage Thermostats,Resideo Line volt 7-day programmable thermostat for electric heat TH115-A-120S/U,352,"<p>The Line volt 7-day programmable thermostat for electric heat by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH115-A-120S/U</li>
<li>
<strong>UPC:</strong> 775264921131</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
line-volt-7-day-programmable-thermostat-for-electric-heat-hone-th115-a-240d-b-u,TH115-A-240D-B,Line Voltage Thermostats,Resideo Line volt 7-day programmable thermostat for electric heat TH115-A-240D-B/U,354,"<p>The Line volt 7-day programmable thermostat for electric heat by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH115-A-240D-B/U</li>
<li>
<strong>UPC:</strong> 775264924804</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
line-volt-7-day-programmable-thermostat-for-electric-heat-hone-th115-a-240s-b-u,TH115-A-240S-B,Line Voltage Thermostats,Resideo Line volt 7-day programmable thermostat for electric heat TH115-A-240S-B/U,354,"<p>The Line volt 7-day programmable thermostat for electric heat by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH115-A-240S-B/U</li>
<li>
<strong>UPC:</strong> 775264924644</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
line-volt-electric-heating-manual-thermostat,TH114-A-120S,Line Voltage Thermostats,Resideo TH114-A-120S/U Line Volt Electric Heating Manual Thermostat,339,"<p>The Line Volt Electric heating Manual Thermostat by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH114-A-120S/U</li>
<li>
<strong>UPC:</strong> 775264924774</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
line-volt-electric-manual-thermostat-with-triac,TH450,Line Voltage Thermostats,Resideo TH450/U Line Volt Electric Manual Thermostat with TRIAC,290,"<p>The Line volt electric manual thermostat with TRIAC by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH450/U</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
line-volt-manual-thermostat-for-electric-heat,TH114-A-240D-B,Line Voltage Thermostats,Resideo TH114-A-240D-B/U Line Volt Manual Thermostat for Electric Heat,444,"<p>The Line volt manual thermostat for electric heat by Resideo is part of our line voltage thermostats selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH114-A-240D-B/U</li>
<li>
<strong>UPC:</strong> 775264924781</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
line-volt-manual-thermostat-with-triac-for-electric-heat,TH401,Line Voltage Thermostats,Resideo TH401/U Line Volt Manual Thermostat with TRIAC for Electric Heat,344,"<p>The Line Volt manual thermostat with TRIAC for electric heat by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH401/U</li>
<li>
<strong>UPC:</strong> 775264401015</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
non-programmable-digital-line-volt-thermostat,TL7235A1003,Line Voltage Thermostats,Resideo TL7235A1003/U Non-Programmable Digital Line Volt Thermostat,339,"<p>The Non-Programmable Digital Line Volt Thermostat by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TL7235A1003/U</li>
<li>
<strong>UPC:</strong> 085267262583</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
replacement-cartridge-for-old-style-v100,CA100A116,Thermostatic Radiator Controls & Valves,Resideo CA100A116 Replacement cartridge for old style V100,470,"<p>The Replacement cartridge for old style V100 by Resideo is part of our thermostatic radiator controls &amp; valves selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> CA100A116</li>
<li>
<strong>UPC:</strong> 085267039659</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
single-pole-line-voltage-programmable-thermostat,TL8130A1005,Line Voltage Thermostats,Resideo TL8130A1005/U Single-Pole Line-Voltage Programmable Thermostat,342,"<p>The Single-Pole Line-Voltage Programmable Thermostat by Resideo is part of our line voltage thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TL8130A1005/U</li>
<li>
<strong>UPC:</strong> 085267262644</li>
<li>
<strong>Category:</strong> Line Voltage Thermostats</li>
</ul>"
straight-pattern-1-2-in-high-capacity-valve,V110D1000,Thermostatic Radiator Controls & Valves,Resideo V110D1000/U Straight Pattern 1/2 in High Capacity Valve,328,"<p>The Straight Pattern 1/2 in High Capacity Valve by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V110D1000/U</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
straight-pattern-1-2-in-thermostatic-radiator-valve,V2040DSL15,Thermostatic Radiator Controls & Valves,Resideo V2040DSL15 Straight Pattern 1/2 in Thermostatic Radiator Valve,380,"<p>The Straight Pattern 1/2 in Thermostatic Radiator Valve by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V2040DSL15</li>
<li>
<strong>UPC:</strong> 085267834063</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
straight-pattern-1-in-high-capacity-valve,V110D1016,Thermostatic Radiator Controls & Valves,Resideo V110D1016/U Straight Pattern 1 in High Capacity Valve,473,"<p>The Straight Pattern 1 in High Capacity Valve by Resideo is part of our thermostatic radiator controls &amp; valves selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V110D1016/U</li>
<li>
<strong>UPC:</strong> 085267103169</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
straight-pattern-3-4-in-thermostatic-radiator-valve,V2040DSL20,Thermostatic Radiator Controls & Valves,Resideo V2040DSL20 Straight Pattern 3/4 in Thermostatic Radiator Valve,381,"<p>The Straight Pattern 3/4 in Thermostatic Radiator Valve by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> V2040DSL20</li>
<li>
<strong>UPC:</strong> 4029289040008</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
thermostat-radiator-actuator-with-remote-sensor-48-79f,T100B1035,Thermostatic Radiator Controls & Valves,Resideo T100B1035 Thermostat Radiator Actuator With Remote Sensor - 48-79F,384,"<p>The Thermostat Radiator Actuator With Remote Sensor - 48-79F by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T100B1035</li>
<li>
<strong>UPC:</strong> 085267818575</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
thermostat-radiator-actuator-with-remote-sensor-and-dual-capillary,T100C1026,Thermostatic Radiator Controls & Valves,Resideo T100C1026 Thermostat Radiator Actuator with Remote Sensor and Dual Capillary,394,"<p>The Thermostat Radiator Actuator with Remote Sensor and Dual Capillary by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T100C1026</li>
<li>
<strong>UPC:</strong> 085267818599</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
thermostatic-head-for-danfoss-ra-valves,T3019DAW0NA,Thermostatic Radiator Controls & Valves,Resideo T3019DAW0NA Thermostatic Head for Danfoss RA Valves,370,"<p>The Thermostatic Head for Danfoss RA Valves by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T3019DAW0NA</li>
<li>
<strong>UPC:</strong> 5059087016638</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
thermostatic-head-for-m30x1-5-connection-with-integral-sensor,T3019W0NA,Thermostatic Radiator Controls & Valves,Resideo T3019W0NA Thermostatic Head for M30x1.5 Connection with Integral Sensor,390,"<p>The Thermostatic Head for M30x1.5 Connection with Integral Sensor by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T3019W0NA</li>
<li>
<strong>UPC:</strong> 5059087016621</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
thermostatic-head-for-m30x1-5-connection-with-remote-sensor,T301920W0,Thermostatic Radiator Controls & Valves,Resideo T301920W0 Thermostatic Head for M30x1.5 Connection with Remote Sensor,388,"<p>The Thermostatic Head for M30x1.5 Connection with Remote Sensor by Resideo is part of our thermostatic radiator controls &amp; valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T301920W0</li>
<li>
<strong>UPC:</strong> 5059087010353</li>
<li>
<strong>Category:</strong> Thermostatic Radiator Controls &amp; Valves</li>
</ul>"
