ID,Handle,Title
7715600498791,1-2-pex-press-sleeve-v-sleeve-mr-pex-systems,"MrPEX Systems 4000500 1/2"" PEX Press Sleeve V-Sleeve -"
7716819566695,1-2-pex-pureflow-press-press-sleeve-viega,"Viega 49902 1/2"" PEX PureFlow Press Press Sleeve - Viega"
7715565174887,1-2-press-x-hose-brass-full-port-ball-valve-200-psi-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-480BH-12 1/2"" - Press x Hose - Brass, Full Port - Ball Valve - 200 PSI, RPTFE Seat, Chrome Plated Ball -"
7715768008807,1-2-sharkbite-disconnect-clip,"SharkBite U710 1/2"" SharkBite Disconnect Clip - ()"
7715489480807,1-2-sweat-balance-valve-sweat-connection-variable-orifice,"Jomar TGG-ACC 1/2"" Sweat - BALANCE VALVE, SWEAT CONNECTION, VARIABLE ORIFICE"
7715565371495,1-2-swt-x-swt-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-485B-12 1/2"" - SWT x SWT - Brass, Full Port - Ball Valve - 600 WOG, RPTFE Seat, Chrome Plated Ball -"
7715252469863,1-2-ton-ductless-mini-split-indoor-wall-mounted-unit-6-000-btu-r454b-208-230v,"Bosch 1/2 Ton Ductless Mini-Split, Indoor Wall Mounted Unit, 6,000 BTU, R454B ,208-230v"
7715532832871,1-2-watergate-tool-bagged,"Mill Rose 77000 1/2"" WATERGATE TOOL-BAGGED"
7715666133095,1-2-x-164-x-1-2-insulation-suction-line-set,"Mueller Streamline 871640 1/2"" x 164' x 1/2"" Insulation Suction Line Set -"
7716820418663,1-2-x-3-1-2-pex-chrome-sleeve-press-viega,"Viega 52520 1/2"" x 3-1/2"" PEX Chrome Sleeve Press - Viega"
7715531063399,1-2id-fitting-brush-ind-box,"Mill Rose 63035 1/2""ID FITTING BRUSH,IND.BOX"
7715530637415,1-2id-ftg-brush-6100-series,"Mill Rose 61210 1/2""ID,FTG.BRUSH,6100 SERIES"
7715530932327,1-2id-power-deuce-carded,"Mill Rose 62821 1/2""ID POWER DEUCE, CARDED"
7715531161703,1-2id-pwr-ftg-brush-cs-1-4hex,"Mill Rose 66430 1/2""ID,PWR FTG BRUSH,CS,1/4HEX"
7715530834023,1-2id-tube-clng-brush-5-8od,"Mill Rose 62050 1/2""ID TUBE CLNG BRUSH,5/8""OD"
7715531784295,1-2x1000-gas-guard-ptfe-thread-tape,"Mill Rose 70826 1/2""x1000"" GAS GUARD PTFE THREAD TAPE"
7715531915367,1-2x1429-blue-monster-ptfe-thread-tape,"Mill Rose 70885 1/2""x1429"" BLUE MONSTER PTFE THREAD TAPE"
7715475161191,1-30v-x-18h-anodeless-riser-mpt-x-ips-sdr11,"HydraPro 1"" 30V x 18H ANODELESS RISER MPT x IPS SDR11"
7715483713639,1-4-1-2-fits-any-jf-100t-s-t-s-110-t-100hf-s-100hs,"Jomar 100-103EH 1/4"" - 1/2"" - Fits any JF-100T/S, T/S-110, T-100HF, S-100HS"
7715666788455,1-4-charging-hoses-with-ball-valve-5-ft-long,"Navac NH5SC 1/4"" CHARGING HOSES WITH BALL VALVE, 5 FT LONG"
7715564879975,1-4-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-475B-14 1/4"" - FIP x FIP - Brass, Full Port - Ball Valve - 600 WOG, RPTFE Seat, Chrome Plated Ball -"
7715767779431,1-4-sharkbite-coupling,"SharkBite U004LF 1/4"" SharkBite Coupling"
7715767910503,1-4-x-3-4-sharkbite-dishwasher-elbow,"SharkBite U2276LF 1/4"" x 3/4"" SharkBite Dishwasher Elbow"
7715489677415,1-fip-balance-valve-threaded-connection-variable-orifice,"Jomar TGG-CFF 1"" FIP - BALANCE VALVE, THREADED CONNECTION, VARIABLE ORIFICE"
7715564716135,1-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-475B-100 1"" - FIP x FIP - Brass, Full Port - Ball Valve - 600 WOG, RPTFE Seat, Chrome Plated Ball -"
7715564453991,1-fip-x-fip-bronze-full-port-ball-valve-150-swg-600-wog-rptfe-seat-stainless-steel-ball,"Milwaukee Valve BA-400-A-100 1"" - FIP x FIP - Bronze, Full Port - Ball Valve - 150 SWG - 600 WOG, RPTFE Seat, Stainless Steel Ball -"
7715561963623,1-fip-x-fip-bronze-gate-valve-non-rising-stem,"Milwaukee Valve 105-100 1"" - FIP x FIP - Bronze Gate Valve, Non-Rising Stem,"
7715564126311,1-fip-x-fip-bronze-standard-port-ball-valve-150-swg-600-wog-rptfe-seat-stainless-steel-ball,"Milwaukee Valve BA-100-A-100 1"" - FIP x FIP - Bronze, Standard Port - Ball Valve - 150 SWG - 600 WOG, RPTFE Seat, Stainless Steel Ball -"
7715531030631,1-id-power-deuce-carded,"Mill Rose 62841 1"" ID POWER DEUCE, CARDED"
7715530899559,1-id-tube-clng-brush-1-1-8od,"Mill Rose 62110 1"" ID,TUBE CLNG BRUSH,1-1/8""OD"
7715708436583,1-ips-f-c-plate-pasco,"Pasco 2883 1"" IPS F&C Plate Pasco"
7715464773735,1-pex-expansion-ring-heatlink,"HeatLink EX24228 1"" PEX Expansion Ring - HeatLink"
7715601743975,1-pex-expansion-ring-mr-pex-systems,"MrPEX Systems 4601000 1"" PEX Expansion Ring -"
7715461529703,1-pex-press-sleeve-v-sleeve-heatlink,"HeatLink 24228 1"" PEX Press Sleeve V-Sleeve - HeatLink"
7715600597095,1-pex-press-sleeve-v-sleeve-mr-pex-systems,"MrPEX Systems 4001000 1"" PEX Press Sleeve V-Sleeve -"
7716819599463,1-pex-pureflow-press-press-sleeve-viega,"Viega 49904 1"" PEX PureFlow Press Press Sleeve - Viega"
7715768074343,1-sharkbite-disconnect-clip,"SharkBite U714 1"" SharkBite Disconnect Clip - ()"
7715768139879,1-sharkbite-pvc-to-male-adapter,"SharkBite UIP140 1"" SharkBite PVC to Male Adapter"
7715768172647,1-sharkbite-pvc-transition-coupling,"SharkBite UIP4020 1"" SharkBite PVC Transition Coupling"
7715489644647,1-sweat-balance-valve-sweat-connection-variable-orifice,"Jomar TGG-CCC 1"" Sweat - BALANCE VALVE, SWEAT CONNECTION, VARIABLE ORIFICE"
7715565273191,1-swt-x-swt-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-485B-100 1"" - SWT x SWT - Brass, Full Port - Ball Valve - 600 WOG, RPTFE Seat, Chrome Plated Ball -"
7715564388455,1-swt-x-swt-bronze-standard-port-ball-valve-150-swg-600-wog-rptfe-seat-stainless-steel-ball,"Milwaukee Valve BA-150S-A-100 1"" - SWT x SWT - Bronze, Standard Port - Ball Valve - 150 SWG - 600 WOG, RPTFE Seat, Stainless Steel Ball -"
7715252535399,1-ton-ductless-mini-split-indoor-universal-cassette-unit-12-000-btu-r454b-208-230v,"Bosch 1 Ton Ductless Mini-Split, Indoor Universal Cassette Unit, 12,000 BTU, R454B ,208-230v"
7715252240487,1-ton-ductless-mini-split-indoor-universal-wall-unit-12-000-btu-r454b-115v,"Bosch 1 Ton Ductless Mini-Split, Indoor Universal Wall Unit, 12,000 BTU, R454B , 115v"
7715252568167,1-ton-ductless-mini-split-indoor-wall-mounted-unit-12-000-btu-r454b-208-230v,"Bosch 8733962673 1 Ton Ductless Mini-Split, Indoor Wall Mounted Unit, 12,000 BTU, R454B ,208-230v"
7715252306023,1-ton-ductless-mini-split-single-zone-outdoor-heat-pump-max-performance-r454b-12-000-btu-r454b-208-230v,"Bosch 1 Ton Ductless Mini-Split, Single Zone, Outdoor Heat Pump (Max Performance), R454B, 12,000 BTU, R454B ,208-230v"
7715252273255,1-ton-ductless-mini-split-single-zone-outdoor-heat-pump-r454b-12-000-btu-r454b-115v,"Bosch 1 Ton Ductless Mini-Split, Single Zone, Outdoor Heat Pump, R454B, 12,000 BTU, R454B ,115v"
7715252371559,1-ton-ductless-mini-split-single-zone-outdoor-heat-pump-regular-performance-r454b-12-000-btu-r454b-208-230v,"Bosch 8733962685 1 Ton Ductless Mini-Split, Single Zone, Outdoor Heat Pump (Regular Performance), R454B, 12,000 BTU, R454B ,208-230v"
7715532898407,1-watergate-tool-bagged,"Mill Rose 77010 1"" WATERGATE TOOL-BAGGED"
7715721281639,10-anti-siphon-prier-quarter-turn-wall-faucet-with-soft-grip-handle-with-1-2-pex-inlet,"PRIER Products P-164X10 10"" Anti-Siphon PRIER Quarter Turn Wall Faucet With Soft Grip Handle With 1/2"" PEX Inlet"
7715720757351,12-anti-siphon-prier-quarter-turn-wall-faucet-with-soft-grip-handle-with-1-2-inlet,"PRIER Products P-164D12 12"" Anti-Siphon PRIER Quarter Turn Wall Faucet With Soft Grip Handle With 1/2"" Inlet"
7715721019495,12-anti-siphon-prier-quarter-turn-wall-faucet-with-soft-grip-handle-with-3-4-inlet,"PRIER Products P-164T12 12"" Anti-Siphon PRIER Quarter Turn Wall Faucet With Soft Grip Handle With 3/4"" Inlet"
7715204137063,14-x-14-fire-rated-insulated-recessed-door-with-flange-acudor,"Acudor Access Panels FW-5050-14X14 14"" x 14"" Fire Rated Insulated Recessed Door with Flange - Acudor"
7716844470375,15-13-amp-single-piggyback-variable-level-float-switch-normally-open,Zoeller Pump 10-0034 15' 13 AMP SINGLE PIGGYBACK VARIABLE LEVEL FLOAT SWITCH Normally Open
7716844437607,15-15-amp-single-piggyback-variable-level-float-switch,Zoeller Pump 10-0032 15' 15 AMP SINGLE PIGGYBACK VARIABLE LEVEL FLOAT SWITCH
7715532636263,16oz-blue-monster-pvc-cement,Mill Rose 76034 16oz BLUE MONSTER PVC CEMENT
7715532570727,16oz-blue-monster-thread-sealant,Mill Rose 76015 16oz BLUE MONSTER THREAD SEALANT
7715532439655,16oz-ptfe-bluemonster-thread-sealant,Mill Rose 76005 16oz PTFE BLUEMONSTER THREAD SEALANT
7715531128935,1id-fitting-brush-ind-box,"Mill Rose 63085 1""ID FITTING BRUSH,IND.BOX"
7715530702951,1id-ftg-brush-6100-series,"Mill Rose 61450 1""ID,FTG.BRUSH,6100 SERIES"
7715531980903,1x1429-blue-monster-ptfe-thread-tape,"Mill Rose 70887 1""x1429"" BLUE MONSTER PTFE THREAD TAPE"
7715564945511,2-1-2-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-475B-212 2-1/2"" - FIP x FIP - Brass, Full Port - Ball Valve - 600 WOG, RPTFE Seat, Chrome Plated Ball -"
7715565109351,2-1-2-press-x-press-brass-full-port-ball-valve-200-psi-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-480B-212 2-1/2"" - Press x Press - Brass, Full Port - Ball Valve - 200 PSI, RPTFE Seat, Chrome Plated Ball -"
7715565437031,2-1-2-swt-x-swt-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-485B-212 2-1/2"" - SWT x SWT - Brass, Full Port - Ball Valve - 600 WOG, RPTFE Seat, Chrome Plated Ball -"
7715252732007,2-1-2-ton-ductless-mini-split-indoor-wall-mounted-unit-30-000-btu-r454b-208-230v,"Bosch 8733962677 2-1/2 Ton Ductless Mini-Split, Indoor Wall Mounted Unit, 30,000 BTU, R454B ,208-230v"
7715251748967,2-1-2-ton-ductless-mini-split-multi-zone-outdoor-heat-pump-max-performance-r454b-30-000-btu-r454b-208-230v,"Bosch 8733962700 2-1/2 Ton Ductless Mini-Split, Multi-Zone, Outdoor Heat Pump (Max Performance), R454B, 30,000 BTU, R454B ,208-230v"
7715251847271,2-1-2-ton-ductless-mini-split-multi-zone-outdoor-heat-pump-regular-performance-r454b-30-000-btu-r454b-208-230v,"Bosch 8733962696 2-1/2 Ton Ductless Mini-Split, Multi-Zone, Outdoor Heat Pump (Regular Performance), R454B, 30,000 BTU, R454B ,208-230v"
7715475128423,2-36v-x-34h-anodeless-riser-mpt-x-ips-sdr11,"HydraPro 2"" 36V x 34H ANODELESS RISER MPT x IPS SDR11"
7716844765287,2-compression-unicheck,"Zoeller Pump 30-0020 2"" COMPRESSION UNICHECK"
7715489939559,2-fip-balance-valve-threaded-connection-variable-orifice,"Jomar TGG-FFF 2"" FIP - BALANCE VALVE, THREADED CONNECTION, VARIABLE ORIFICE"
7715564912743,2-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-475B-200 2"" - FIP x FIP - Brass, Full Port - Ball Valve - 600 WOG, RPTFE Seat, Chrome Plated Ball -"
7715413229671,2-gallon-expansion-tank-flexcon-industri-3-4-mip-connections,"Flexcon PH-5 2 Gallon Expansion Tank Flexcon Industri 3/4"" - MIP Connections"
7715532472423,2-oz-tube-blue-monster-sealant,Mill Rose 76007 2 OZ. TUBE BLUE MONSTER SEALANT
7715464904807,2-pex-expansion-ring-heatlink,"HeatLink EX24250 2"" PEX Expansion Ring - HeatLink"
7715601875047,2-pex-expansion-ring-mr-pex-systems,"MrPEX Systems 4602000 2"" PEX Expansion Ring -"
7716818354279,2-pex-pureflow-press-sleeve-viega,"Viega 49607 2"" PEX PureFlow Press Sleeve - Viega"
7716844830823,2-quiet-check-valve,"Zoeller Pump 30-0048 2"" QUIET CHECK VALVE"
7715769942119,2-sharkbite-90-elbow-ptc-x-ptc,"SharkBite UXL0254 2"" SharkBite 90° Elbow - (PTC x PTC)"
7715769876583,2-sharkbite-coupling-ptc-x-ptc,"SharkBite UXL0154 2"" SharkBite Coupling - (PTC x PTC)"
7715770466407,2-sharkbite-disconnect-clip,"SharkBite UXLDC54 2"" SharkBite Disconnect Clip - ()"
7715767582823,2-sharkbite-end-cap-ptc,"SharkBite SB0454 2"" SharkBite End Cap - (PTC)"
7715770040423,2-sharkbite-end-cap-ptc-shar-uxl0454,"SharkBite UXL0454 2"" SharkBite End Cap - (PTC)"
7715770269799,2-sharkbite-female-adapter-fip-x-ptc,"SharkBite UXL115450F 2"" SharkBite Female Adapter - (FIP x PTC)"
7715770335335,2-sharkbite-male-adapter-mip-x-ptc,"SharkBite UXL115450M 2"" SharkBite Male Adapter - (MIP x PTC)"
7715489874023,2-sweat-balance-valve-sweat-connection-variable-orifice,"Jomar TGG-FCC 2"" Sweat - BALANCE VALVE, SWEAT CONNECTION, VARIABLE ORIFICE"
7715565404263,2-swt-x-swt-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,"Milwaukee Valve BA-485B-200 2"" - SWT x SWT - Brass, Full Port - Ball Valve - 600 WOG, RPTFE Seat, Chrome Plated Ball -"
7715252699239,2-ton-ductless-mini-split-indoor-wall-mounted-unit-24-000-btu-r454b-208-230v,"Bosch 8733962675 2 Ton Ductless Mini-Split, Indoor Wall Mounted Unit, 24,000 BTU, R454B ,208-230v"
