handle,modelo,tipo,title,chars_antes,descricao_anterior
multi-system-pilot-burner,Q3451U1000,Gas Ignition Components,Resideo Multi-System Pilot Burner Q3451U1000/U,316,"<p>The Multi-System Pilot Burner by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q3451U1000/U</li>
<li>
<strong>UPC:</strong> 085267279154</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
multi-system-pilot-burner-hone-q348u1009-u,Q348U1009,Gas Ignition Components,Resideo Multi-System Pilot Burner Q348U1009/U,315,"<p>The Multi-System Pilot Burner by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q348U1009/U</li>
<li>
<strong>UPC:</strong> 085267462174</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
multisystem-slow-opening-intermittent-and-direct-ignition-gas-valve,VR8345K4809,Gas Valves,Resideo VR8345K4809/U Multisystem Slow Opening Intermittent and Direct Ignition Gas Valve,333,"<p>The Multisystem Slow Opening Intermittent and Direct Ignition Gas Valve by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8345K4809/U</li>
<li>
<strong>UPC:</strong> 085267819794</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
pilot-burner-for-natural-gas-includes-a-bcr-18-orifice-left-single-tip-style-and-b-style-mounting-bracket,Q373A2115,Gas Ignition Components,"Resideo Q373A2115/U Pilot Burner for Natural Gas includes a BCR-18 Orifice, Left Single Tip Style and B-Style Mounting Bracket",396,"<p>The Pilot Burner for Natural Gas includes a BCR-18 Orifice, Left Single Tip Style and B-Style Mounting Bracket by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q373A2115/U</li>
<li>
<strong>UPC:</strong> 085267309196</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
pilot-burner-used-for-natural-gas-includes-a-bcr-18-orifice-front-single-tip-style-c-style-mounting-bracket-and-primary-aeration,Q3450C2092,Gas Ignition Components,"Resideo Pilot Burner, used for Natural Gas includes a BCR-18 Orifice, Front Single Tip Style, C-Style Mounting Bracket and primary aeration",422,"<p>The Pilot Burner, used for Natural Gas includes a BCR-18 Orifice, Front Single Tip Style, C-Style Mounting Bracket and primary aeration by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q3450C2092/U</li>
<li>
<strong>UPC:</strong> 085267306461</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
pilot-burner-used-for-natural-gas-includes-a-bcr-18-orifice-left-single-tip-style-c-style-mounting-bracket-and-primary-aeration,Q3450C1185,Gas Ignition Components,"Resideo Pilot Burner, used for Natural Gas includes a BCR-18 Orifice, Left Single Tip Style, C-Style Mounting Bracket and primary aeration",421,"<p>The Pilot Burner, used for Natural Gas includes a BCR-18 Orifice, Left Single Tip Style, C-Style Mounting Bracket and primary aeration by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q3450C1185/U</li>
<li>
<strong>UPC:</strong> 085267306454</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
pilot-burner-used-for-natural-gas-includes-a-bcr-22-orifice-right-single-tip-style-e-style-mounting-bracket-and-primary-aeration,Q3450E3020,Gas Ignition Components,"Resideo Pilot Burner, used for Natural Gas includes a BCR-22 Orifice, Right Single Tip Style, E-Style Mounting Bracket and primary aeration",422,"<p>The Pilot Burner, used for Natural Gas includes a BCR-22 Orifice, Right Single Tip Style, E-Style Mounting Bracket and primary aeration by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q3450E3020/U</li>
<li>
<strong>UPC:</strong> 085267335195</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
replacement-valve-for-bradford-standard-nox-water-heaters,WT8840A1500,Gas Valves,Resideo WT8840A1500/U Replacement Valve for Bradford Standard NoX Water Heaters,323,"<p>The Replacement Valve for Bradford Standard NoX Water Heaters by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> WT8840A1500/U</li>
<li>
<strong>UPC:</strong> 085267600972</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
replacement-valve-for-bradford-water-heaters-with-1-in-insulation,WT8840A1000,Gas Valves,Resideo WT8840A1000/U Replacement Valve for Bradford Water Heaters with 1 in Insulation,331,"<p>The Replacement Valve for Bradford Water Heaters with 1 in Insulation by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> WT8840A1000/U</li>
<li>
<strong>UPC:</strong> 085267567398</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
silicon-carbide-hot-surface-igniter-19-1-8-in-lead-length,Q4100C9046,Gas Ignition Components,Resideo Q4100C9046/U Silicon Carbide Hot Surface Igniter -19-1/8 in Lead Length,349,"<p>The Silicon Carbide Hot Surface Igniter -19-1/8 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9046/U</li>
<li>
<strong>UPC:</strong> 085267963091</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length,Q4100C9054,Gas Ignition Components,Resideo Silicon Carbide Hot Surface Igniter -5.25 in Lead Length Q4100C9054/U,347,"<p>The Silicon Carbide Hot Surface Igniter -5.25 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9054/U</li>
<li>
<strong>UPC:</strong> 085267799492</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9056-u,Q4100C9056,Gas Ignition Components,Resideo Silicon Carbide Hot Surface Igniter -5.25 in Lead Length Q4100C9056/U,347,"<p>The Silicon Carbide Hot Surface Igniter -5.25 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9056/U</li>
<li>
<strong>UPC:</strong> 085267734769</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9060-u,Q4100C9060,Gas Ignition Components,Resideo Silicon Carbide Hot Surface Igniter -5.25 in Lead Length Q4100C9060/U,347,"<p>The Silicon Carbide Hot Surface Igniter -5.25 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9060/U</li>
<li>
<strong>UPC:</strong> 085267693004</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9062-u,Q4100C9062,Gas Ignition Components,Resideo Silicon Carbide Hot Surface Igniter -5.25 in Lead Length Q4100C9062/U,347,"<p>The Silicon Carbide Hot Surface Igniter -5.25 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9062/U</li>
<li>
<strong>UPC:</strong> 085267585507</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9066-u,Q4100C9066,Gas Ignition Components,Resideo Silicon Carbide Hot Surface Igniter -5.25 in Lead Length Q4100C9066/U,347,"<p>The Silicon Carbide Hot Surface Igniter -5.25 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9066/U</li>
<li>
<strong>UPC:</strong> 085267959049</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9068-u,Q4100C9068,Gas Ignition Components,Resideo Silicon Carbide Hot Surface Igniter -5.25 in Lead Length Q4100C9068/U,347,"<p>The Silicon Carbide Hot Surface Igniter -5.25 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9068/U</li>
<li>
<strong>UPC:</strong> 085267328654</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-25-in-lead-length-round-mounting,Q4100C9048,Gas Ignition Components,Resideo Q4100C9048/U Silicon Carbide Hot Surface Igniter -5.25 in Lead Length Round Mounting,362,"<p>The Silicon Carbide Hot Surface Igniter -5.25 in Lead Length Round Mounting by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9048/U</li>
<li>
<strong>UPC:</strong> 085267402224</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-5-in-lead-length,Q4100C9042,Gas Ignition Components,Resideo Q4100C9042/U Silicon Carbide Hot Surface Igniter -5.5 in Lead Length,346,"<p>The Silicon Carbide Hot Surface Igniter -5.5 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9042/U</li>
<li>
<strong>UPC:</strong> 085267505673</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
silicon-carbide-hot-surface-igniter-5-in-lead-length,Q4100C9052,Gas Ignition Components,Resideo Q4100C9052/U Silicon Carbide Hot Surface Igniter -5 in Lead Length,344,"<p>The Silicon Carbide Hot Surface Igniter -5 in Lead Length by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q4100C9052/U</li>
<li>
<strong>UPC:</strong> 085267853415</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
single-stage-24-vac-slow-opening-standing-pilot-gas-valve-1-2-x-1-2-set-3-5-wc,VR8200H1251,Gas Valves,"Resideo VR8200H1251/U Single Stage, 24 Vac, Slow Opening, Standing Pilot Gas Valve. 1/2"" x 1/2"". Set 3.5"" WC",352,"<p>The Single Stage, 24 Vac, Slow Opening, Standing Pilot Gas Valve. 1/2"" x 1/2"". Set 3.5"" WC by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8200H1251/U</li>
<li>
<strong>UPC:</strong> 085267112482</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-24-vac-standard-opening-direct-ignition-gas-valve-1-2-x-1-2-in-set-3-5-in-wc,VR8215S1503,Gas Valves,"Resideo VR8215S1503/U Single Stage, 24 Vac, Standard Opening, Direct Ignition Gas Valve. 1/2 x 1/2 in Set 3.5 in WC",359,"<p>The Single Stage, 24 Vac, Standard Opening, Direct Ignition Gas Valve. 1/2 x 1/2 in Set 3.5 in WC by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8215S1503/U</li>
<li>
<strong>UPC:</strong> 085267693868</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-24-vac-standard-opening-intermittent-pilot-gas-valve-1-2-x-1-2-set-3-5-wc,VR8204A2076,Gas Valves,"Resideo VR8204A2076/U Single Stage, 24 Vac, Standard Opening, Intermittent Pilot Gas Valve. 1/2"" x 1/2"". Set 3.5"" WC",360,"<p>The Single Stage, 24 Vac, Standard Opening, Intermittent Pilot Gas Valve. 1/2"" x 1/2"". Set 3.5"" WC by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8204A2076/U</li>
<li>
<strong>UPC:</strong> 085267112598</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-24-vac-standard-opening-intermittent-pilot-gas-valve-3-4-x-3-4-in-set-3-5-in-wc,VR8304M4507,Gas Valves,"Resideo VR8304M4507/U Single Stage, 24 Vac, Standard Opening, Intermittent Pilot Gas Valve. 3/4 x 3/4 in Set 3.5 in WC",411,"<p>The Single Stage, 24 Vac, Standard Opening, Intermittent Pilot Gas Valve. 3/4 x 3/4 in Set 3.5 in WC by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8304M4507/U</li>
<li>
<strong>UPC:</strong> 085267114677</li>
<li>
<strong>Category:</strong> Gas Valves</li>
<li>
<strong>Shipping Weight:</strong> 2 lb</li>
</ul>"
single-stage-24-vac-standard-opening-standing-pilot-gas-valve-3-4-x-3-4-in-set-3-5-in-wc,VR8300M4406,Gas Valves,"Resideo VR8300M4406/U Single Stage, 24 Vac, Standard Opening, Standing Pilot Gas Valve. 3/4 x 3/4 in Set 3.5 in WC",358,"<p>The Single Stage, 24 Vac, Standard Opening, Standing Pilot Gas Valve. 3/4 x 3/4 in Set 3.5 in WC by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8300M4406/U</li>
<li>
<strong>UPC:</strong> 085267581110</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-fast-fast-opening-24-v-ac-natural-gas,VR8215S1214T,Gas Valves,"Resideo Single Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in inlet/outlet size, Fast-Fast Opening, 24 V AC, Natural Gas",398,"<p>The Single Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in inlet/outlet size, Fast-Fast Opening, 24 V AC, Natural Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8215S1214T/U</li>
<li>
<strong>UPC:</strong> 085267676366</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,VR8205A2024,Gas Valves,"Resideo VR8205A2024/U Single Stage Gas Valve, Direct Ignition, 1/2 in x 1/2 in Inlet/Outlet, Standard Opening, 24 V AC, Natural Gas",396,"<p>The Single Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8205A2024/U</li>
<li>
<strong>UPC:</strong> 085267113274</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
