Handle,Command,Body HTML
foot-mounted-120-v-ac-transformer-with-9-in-leadwires,UPDATE,"<p>The Foot mounted 120 V AC Transformer with 9 in leadwires by Resideo is part of our transformers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AT20A1123/U</li>
<li>
<strong>UPC:</strong> 085267035613</li>
<li>
<strong>Category:</strong> Transformers</li>
</ul>"
foot-mounted-120-vac-transformer-with-9-in-lead-wires,UPDATE,"<p>The Foot mounted 120 Vac Transformer with 9 in lead wires by Resideo is part of our transformers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AT40A1121/U</li>
<li>
<strong>UPC:</strong> 085267035736</li>
<li>
<strong>Category:</strong> Transformers</li>
</ul>"
plate-mounted-120-v-ac-transformer-with-9-in-leadwires,UPDATE,"<p>The Plate mounted 120 V AC Transformer with 9 in leadwires by Resideo is part of our transformers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AT72D1006/U</li>
<li>
<strong>UPC:</strong> 085267035835</li>
<li>
<strong>Category:</strong> Transformers</li>
</ul>"
plate-mounted-120-v-ac-transformer-with-9-in-leadwires-hone-at72d1048-u,UPDATE,"<p>The Plate mounted 120 V AC Transformer with 9 in leadwires by Resideo is part of our transformers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AT72D1048/U</li>
<li>
<strong>UPC:</strong> 085267035873</li>
<li>
<strong>Category:</strong> Transformers</li>
</ul>"
multi-mount-40va-transformer,UPDATE,"<p>The Multi Mount 40VA Transformer by Resideo is part of our transformers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AT72D1683/U</li>
<li>
<strong>Category:</strong> Transformers</li>
<li>
<strong>Shipping Weight:</strong> 2.1 lb</li>
</ul>"
foot-and-plate-mount-transformer,UPDATE,"<p>The Foot and Plate Mount Transformer by Resideo is part of our transformers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AT87A1106/U</li>
<li>
<strong>Category:</strong> Transformers</li>
<li>
<strong>Shipping Weight:</strong> 2.6 lb</li>
</ul>"
single-zone-switching-relay,UPDATE,"<p>The Single Zone Switching Relay by Resideo is part of our switching relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HPSR101/U</li>
<li>
<strong>UPC:</strong> 194159010314</li>
<li>
<strong>Category:</strong> Switching Relays</li>
<li>
<strong>Shipping Weight:</strong> 1.62 lb</li>
</ul>"
three-zone-switching-relay,UPDATE,"<p>The Three Zone Switching Relay by Resideo is part of our switching relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HPSR103/U</li>
<li>
<strong>UPC:</strong> 085267686457</li>
<li>
<strong>Category:</strong> Switching Relays</li>
<li>
<strong>Shipping Weight:</strong> 3.63 lb</li>
</ul>"
four-zone-switching-relay,UPDATE,"<p>The Four Zone Switching Relay by Resideo is part of our switching relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HPSR104/U</li>
<li>
<strong>UPC:</strong> 085267770293</li>
<li>
<strong>Category:</strong> Switching Relays</li>
<li>
<strong>Shipping Weight:</strong> 3.63 lb</li>
</ul>"
six-zone-switching-relay,UPDATE,"<p>The Six Zone Switching Relay by Resideo is part of our switching relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HPSR106/U</li>
<li>
<strong>UPC:</strong> 085267796293</li>
<li>
<strong>Category:</strong> Switching Relays</li>
<li>
<strong>Shipping Weight:</strong> 3.63 lb</li>
</ul>"
three-zone-valve-controller,UPDATE,"<p>The Three Zone Valve Controller by Resideo is part of our switching relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HPZC103/U</li>
<li>
<strong>UPC:</strong> 085267805407</li>
<li>
<strong>Category:</strong> Switching Relays</li>
<li>
<strong>Shipping Weight:</strong> 3.1 lb</li>
</ul>"
four-zone-valve-controller,UPDATE,"<p>The Four Zone Valve Controller by Resideo is part of our switching relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HPZC104/U</li>
<li>
<strong>UPC:</strong> 085267814058</li>
<li>
<strong>Category:</strong> Switching Relays</li>
<li>
<strong>Shipping Weight:</strong> 3.1 lb</li>
</ul>"
five-zone-valve-controller,UPDATE,"<p>The Five Zone Valve Controller by Resideo is part of our switching relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HPZC105/U</li>
<li>
<strong>UPC:</strong> 085267941884</li>
<li>
<strong>Category:</strong> Switching Relays</li>
<li>
<strong>Shipping Weight:</strong> 4.95 lb</li>
</ul>"
six-zone-valve-controller,UPDATE,"<p>The Six Zone Valve Controller by Resideo is part of our switching relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HPZC106/U</li>
<li>
<strong>UPC:</strong> 085267958417</li>
<li>
<strong>Category:</strong> Switching Relays</li>
<li>
<strong>Shipping Weight:</strong> 4.95 lb</li>
</ul>"
750-mv-thermopile-35-in-long-with-push-in-clip,UPDATE,"<p>The 750 mV Thermopile, 35 in long, with Push-In Clip by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q313A1139/U</li>
<li>
<strong>UPC:</strong> 085267066259</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
35-in-thermopile-with-pg9-adapter-and-attaching-nut,UPDATE,"<p>The 35 in Thermopile with PG9 Adapter and Attaching Nut by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q313A1170/U</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
<li>
<strong>Shipping Weight:</strong> 1.8 lb</li>
</ul>"
35-in-750-mv-thermopile-with-push-in-clip-and-split-nut,UPDATE,"<p>The 35 in 750 mV Thermopile with Push-In Clip and Split Nut by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q313A1188/U</li>
<li>
<strong>UPC:</strong> 085267066297</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
multi-system-thermopile-generator,UPDATE,"<p>The Multi-System Thermopile Generator by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q313U3000/U</li>
<li>
<strong>UPC:</strong> 085267516815</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
18-thermocouple,UPDATE,"<p>The 18"" Thermocouple by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q340A1066/U</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
36-thermocouple,UPDATE,"<p>The 36"" Thermocouple by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q340A1090/U</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
48-thermocouple,UPDATE,"<p>The 48"" Thermocouple by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q340A1108/U</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
<li>
<strong>Shipping Weight:</strong> 0.2 lb</li>
</ul>"
30-mv-thermocouple-includes-a-24-in-leads-11-32-32-male-connector-nut-connection-push-in-clip-and-adapter-assembly,UPDATE,"<p>The 30 mV Thermocouple includes a 24 in Leads, 11/32-32 Male Connector Nut connection, Push-in Clip, and Adapter Assembly by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q390A1046/U</li>
<li>
<strong>UPC:</strong> 085267069267</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
30-mv-thermocouple-includes-a-30-in-leads-11-32-32-male-connector-nut-connection-push-in-clip-and-adapter-assembly,UPDATE,"<p>The 30 mV Thermocouple includes a 30 in Leads, 11/32-32 Male Connector Nut connection, Push-in Clip, and Adapter Assembly by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q390A1053/U</li>
<li>
<strong>UPC:</strong> 085267069274</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
30-mv-thermocouple-includes-a-36-in-leads-11-32-32-male-connector-nut-connection-push-in-clip-and-adapter-assembly,UPDATE,"<p>The 30 mV Thermocouple includes a 36 in Leads, 11/32-32 Male Connector Nut connection, Push-in Clip, and Adapter Assembly by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q390A1061/U</li>
<li>
<strong>UPC:</strong> 085267069281</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
30-mv-thermocouple-includes-an-18-in-leads-11-32-32-male-connector-nut-connection-push-in-clip-and-adapter-assembly,UPDATE,"<p>The 30 mV Thermocouple includes an 18 in Leads, 11/32-32 Male Connector Nut connection, Push-in Clip, and Adapter Assembly by Resideo is part of our thermocouples &amp; thermopiles selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q390A1095/U</li>
<li>
<strong>UPC:</strong> 085267069311</li>
<li>
<strong>Category:</strong> Thermocouples &amp; Thermopiles</li>
</ul>"
120-v-general-purpose-relay-with-dpdt-switching,UPDATE,"<p>The 120 V General Purpose Relay with DPDT switching by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R4222D1013/U</li>
<li>
<strong>Category:</strong> Relays</li>
<li>
<strong>Shipping Weight:</strong> 0.5 lb</li>
</ul>"
208-240-vac-general-purpose-relay-with-dpdt-switching,UPDATE,"<p>The 208/240 Vac General Purpose Relay with DPDT switching by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R4222D1021/U</li>
<li>
<strong>UPC:</strong> 085267075756</li>
<li>
<strong>Category:</strong> Relays</li>
</ul>"
general-purpose-relay-with-spdt-switching,UPDATE,"<p>The General Purpose Relay with SPDT Switching by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R8222B1067/U</li>
<li>
<strong>UPC:</strong> 085267000406</li>
<li>
<strong>Category:</strong> Relays</li>
</ul>"
12-va-general-purpose-relay-with-dpdt-switching,UPDATE,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R8222D1014/U</li>
<li>
<strong>Shipping Weight:</strong> 0.5 lb</li>
</ul>"
general-purpose-relay-with-dpdt-switching,UPDATE,"<p>The General Purpose Relay with DPDT Switching by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R8222N1011/U</li>
<li>
<strong>UPC:</strong> 085267079617</li>
<li>
<strong>Category:</strong> Relays</li>
</ul>"
24-v-spst-switching-electric-heater-relay,UPDATE,"<p>The 24 V SPST switching Electric Heater Relay by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R841C1227/U</li>
<li>
<strong>UPC:</strong> 085267081528</li>
<li>
<strong>Category:</strong> Relays</li>
</ul>"
24-v-spst-switching-electric-heater-relay-hone-r841d1036-u,UPDATE,"<p>The 24 V SPST switching Electric Heater Relay by Resideo is part of our relays selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R841D1036/U</li>
<li>
<strong>UPC:</strong> 085267128711</li>
<li>
<strong>Category:</strong> Relays</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
switching-relay-with-internal-transformer,UPDATE,"<p>The Switching Relay with Internal Transformer by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R845A1030/U</li>
<li>
<strong>UPC:</strong> 085267990073</li>
<li>
<strong>Category:</strong> Relays</li>
<li>
<strong>Shipping Weight:</strong> 1.5 lb</li>
</ul>"
multisystem-switching-relay-with-internal-transformer,UPDATE,"<p>The Multisystem Switching Relay with Internal Transformer by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> R8845U1003/U</li>
<li>
<strong>Category:</strong> Relays</li>
<li>
<strong>Shipping Weight:</strong> 1.9 lb</li>
</ul>"
internal-transformer-switching-relay-with-low-voltage-contacts,UPDATE,"<p>The Internal Transformer Switching Relay with Low Voltage Contacts by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> RA832A1066/U</li>
<li>
<strong>Category:</strong> Relays</li>
<li>
<strong>Shipping Weight:</strong> 2.4 lb</li>
</ul>"
switching-relay-with-24v-control-coils,UPDATE,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> RA89A1074/U</li>
<li>
<strong>Shipping Weight:</strong> 2.4 lb</li>
</ul>"
electromechanical-relay-without-transformer,UPDATE,"<p>The Electromechanical Relay Without Transformer by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> RC840/U</li>
<li>
<strong>UPC:</strong> 775264094613</li>
<li>
<strong>Category:</strong> Relays</li>
</ul>"
electromechanical-relay-with-24-v-to-120-v-transformer,UPDATE,"<p>The Electromechanical Relay with 24 V to 120 V Transformer by Resideo is part of our relays selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> RC840T-120/U</li>
<li>
<strong>UPC:</strong> 775264840005</li>
<li>
<strong>Category:</strong> Relays</li>
</ul>"
electromechanical-heating-relay-with-208-240v-transformer,UPDATE,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> RC840T-240/U</li>
<li>
<strong>UPC:</strong> 775264094620</li>
</ul>"
electric-heat-thermostat-hiperf-premier-white-baseboard,UPDATE,"<p>The Electric Heat Thermostat HiPerf, Premier White®-Baseboard by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T4398A1021/U</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
<li>
<strong>Shipping Weight:</strong> 0.5 lb</li>
</ul>"
white-heat-only-dpst-switching-thermostat-120-277-vac,UPDATE,"<p>The White Heat-Only DPST Switching Thermostat - 120-277 Vac by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T4398B1029/U</li>
<li>
<strong>UPC:</strong> 085267088459</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
1-heat-1-cool-horizontal-thermostat-45-to-95-f,UPDATE,"<p>The 1 Heat/ 1 Cool Horizontal Thermostat 45 to 95 F by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T8034N1007/U</li>
<li>
<strong>UPC:</strong> 085267271295</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
heat-only-thermostat-with-positive-off-switch-position,UPDATE,"<p>The Heat-Only Thermostat with Positive Off Switch Position by Resideo is part of our non-programmable thermostats selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T812A1002/U</li>
<li>
<strong>UPC:</strong> 085267233736</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
heat-only-thermostat,UPDATE,"<p>The Heat-Only Thermostat by Resideo is part of our non-programmable thermostats selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T812A1010/U</li>
<li>
<strong>UPC:</strong> 085267233743</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
<li>
<strong>Shipping Weight:</strong> 0.3 lb</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
1-heat-1-cool-stage-thermostat-for-24-vac-heating-and-cooling,UPDATE,"<p>The 1 Heat/1 Cool stage thermostat for 24 Vac heating and cooling by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T812C1000/U</li>
<li>
<strong>UPC:</strong> 085267233767</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
heat-only-thermostat-45-95-f,UPDATE,"<p>The Heat Only Thermostat 45-95 F by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T822K1000/U</li>
<li>
<strong>UPC:</strong> 085267271318</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
heat-only-thermostat-45-95-f-dual-scale-fahrenheit-and-celsius,UPDATE,"<p>The Heat Only Thermostat - 45-95 F Dual Scale Fahrenheit and Celsius by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T822L1000/U</li>
<li>
<strong>UPC:</strong> 085267313018</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
heat-only-thermostat-50-90-f-for-vdc-and-millvoltage-systems,UPDATE,"<p>The Heat Only Thermostat - 50-90 F for Vdc and millvoltage systems by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T827K1009/U</li>
<li>
<strong>UPC:</strong> 085267271356</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
cool-only-thermostat-dual-scale-fahrenheit-and-celsius,UPDATE,"<p>The Cool Only Thermostat- Dual Scale Fahrenheit and Celsius by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T834L1004/U</li>
<li>
<strong>UPC:</strong> 085267271363</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
1-heat-1-cool-thermostat-45-95-f,UPDATE,"<p>The 1 Heat/1 Cool Thermostat - 45-95 F by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> T834N1002/U</li>
<li>
<strong>UPC:</strong> 085267271370</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
low-volt-non-programmable-heat-only-thermostat,UPDATE,"<p>The Low Volt Non-Programmable Heat-Only Thermostat by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH135-01-B/U</li>
<li>
<strong>UPC:</strong> 775264135286</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
focuspro-5000-heating-and-cooling-thermostat-large-display,UPDATE,"<p>The FocusPRO 5000 heating and cooling thermostat large display by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH5110D1022/U</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
<li>
<strong>Shipping Weight:</strong> 0.8 lb</li>
</ul>"
thermostat-alone-for-replacement-only,UPDATE,"<p>The Thermostat alone for replacement only by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TH5320R1002/U</li>
<li>
<strong>UPC:</strong> 085267329392</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
single-stage-heat-only-thermostat-for-750-mv-applications,UPDATE,"<p>The Single Stage Heat Only Thermostat for 750 mV Applications by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TS812A1007/U</li>
<li>
<strong>UPC:</strong> 085267233781</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
redlink-equipment-interface-module-for-3-heat-2-cool-pump-system,UPDATE,"<p>The RedLINK Equipment Interface Module for 3 Heat/2 Cool Pump System by Resideo is part of our non-programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> YTH5320R1000/U</li>
<li>
<strong>UPC:</strong> 085267329415</li>
<li>
<strong>Category:</strong> Non-Programmable Thermostats</li>
</ul>"
