Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit
1-2-copper-fittings-cleaned-bagged-cap-c,UPDATE,UPDATE,CFCB-050-CAP,0.019,lb
2-copper-press-fittings-union-p-x-p,UPDATE,UPDATE,CPPF-200-UNI,1.924,lb
1-2-copper-sweat-fittings-drop-ear-90-degree-female-adapter-elbow-c-x-fpt,UPDATE,UPDATE,COPF-050-DE90FA-LF,0.154,lb
1-2-copper-sweat-fittings-two-hole-strap,UPDATE,UPDATE,COPF-050-2HSTR-C,0.008,lb
1-2-x-3-8-copper-sweat-fittings-flush-bushing-ftg-x-c,UPDATE,UPDATE,COPF-050.038-FLB-C,0.02,lb
1-carbon-steel-press-fittings-gas-male-adapter-p-x-mpt,UPDATE,UPDATE,CRBN-100-MA-G,0.381,lb
1-1-2-x-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-150.050-BSH,0.375,lb
1-1-2-x-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-150.050-BSH-G,0.375,lb
3-galvanized-union,UPDATE,UPDATE,GAIF-300-UNI-G,6.067,lb
1-2-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-050-ST45,0.194,lb
1-2-galvanized-street-elbow-45,UPDATE,UPDATE,GAIF-050-ST45-G,0.194,lb
3-4-carbon-steel-press-fittings-gas-90-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CRBN-075-ST90-G,0.39,lb
1-1-2-x-1-1-4-black-iron-bushing,UPDATE,UPDATE,BLIF-150.125-BSH,0.318,lb
1-1-2-x-1-1-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-150.125-BSH-G,0.318,lb
1-x-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-100.050-BSH,0.209,lb
1-1-4-x-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-125.050-BSH,0.293,lb
1-2-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-050-TEE-G,0.397,lb
1-x-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-100.050-BSH-G,0.209,lb
1-1-4-x-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-125.050-BSH-G,0.293,lb
1-1-2-x-3-4-black-iron-bushing,UPDATE,UPDATE,BLIF-150.075-BSH,0.397,lb
1-1-2-x-3-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-150.075-BSH-G,0.397,lb
2-x-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.050-BSH-G,0.5,lb
2-1-2-galvanized-union,UPDATE,UPDATE,GAIF-250-UNI-G,4.567,lb
1-2-x-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-050.025-CPL,0.139,lb
1-2-carbon-steel-press-fittings-mechanical-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-050-TEE,0.397,lb
1-1-4-x-1-black-iron-bushing,UPDATE,UPDATE,BLIF-125.100-BSH,0.287,lb
1-1-4-x-1-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-125.100-BSH-G,0.287,lb
3-4-galvanized-cross,UPDATE,UPDATE,GAIF-075-CRS-G,0.599,lb
1-2-black-iron-floor-flange,UPDATE,UPDATE,BLIF-050-FFLG,0.631,lb
1-2-black-iron-union,UPDATE,UPDATE,BLIF-050-UNI,0.425,lb
1-2-galvanized-floor-flange,UPDATE,UPDATE,GAIF-050-FFLG-G,0.631,lb
1-2-galvanized-union,UPDATE,UPDATE,GAIF-050-UNI-G,0.425,lb
1-carbon-steel-press-fittings-gas-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-100-CPL/WS-G,0.454,lb
3-8-black-iron-elbow-90,UPDATE,UPDATE,BLIF-038-90EL,0.155,lb
1-2-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-050-ST90,0.221,lb
1-x-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-100.025-CPL,0.323,lb
1-2-galvanized-street-elbow-90-gaif-050-st90-g,UPDATE,UPDATE,GAIF-050-ST90-G,0.221,lb
1-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-100-ST45,0.478,lb
1-galvanized-street-elbow-45,UPDATE,UPDATE,GAIF-100-ST45-G,0.478,lb
3-4-black-iron-floor-flange,UPDATE,UPDATE,BLIF-075-FFLG,0.761,lb
3-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-300-ST45,4.494,lb
3-4-galvanized-floor-flange,UPDATE,UPDATE,GAIF-075-FFLG-G,0.761,lb
1-2-x-1-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-050.075-TEE,0.397,lb
1-2-x-1-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-050.075-TEE-G,0.397,lb
1-2-black-iron-cap,UPDATE,UPDATE,BLIF-050-CAP,0.115,lb
1-2-x-3-8-black-iron-coupling,UPDATE,UPDATE,BLIF-050.038-CPL,0.157,lb
1-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-100.050-CPL,0.304,lb
1-1-4-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-125-ST45,0.753,lb
1-2-galvanized-cap,UPDATE,UPDATE,GAIF-050-CAP-G,0.115,lb
1-2-x-3-8-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-050.038-CPL-G,0.157,lb
1-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-100.050-CPL-G,0.304,lb
1-1-4-black-iron-floor-flange,UPDATE,UPDATE,BLIF-125-FFLG,1.006,lb
1-1-4-galvanized-floor-flange,UPDATE,UPDATE,GAIF-125-FFLG-G,1.006,lb
2-x-2-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-200.050-TEE-G,1.57,lb
3-8-black-iron-tee,UPDATE,UPDATE,BLIF-038-TEE,0.224,lb
3-galvanized-street-elbow-90,UPDATE,UPDATE,GAIF-300-ST90-G,5.357,lb
1-1-4-x-3-4-black-iron-bushing,UPDATE,UPDATE,BLIF-125.075-BSH,0.342,lb
1-1-4-x-3-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-125.075-BSH-G,0.342,lb
1-1-2-x-1-black-iron-bushing,UPDATE,UPDATE,BLIF-150.100-BSH,0.454,lb
1-1-2-x-1-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-150.100-BSH-G,0.454,lb
3-4-black-iron-cap,UPDATE,UPDATE,BLIF-075-CAP,0.174,lb
3-4-galvanized-cap,UPDATE,UPDATE,GAIF-075-CAP-G,0.174,lb
1-carbon-steel-press-fittings-gas-45-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CRBN-100-ST45-G,0.522,lb
1-1-2-copper-press-fittings-union-pxf-p-x-fpt,UPDATE,UPDATE,CPPF-150-UFA,1.042,lb
3-4-x-1-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-075.025-CPL-G,0.221,lb
1-1-4-x-1-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.050-TEE,0.742,lb
1-1-4-x-1-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.050-TEE-G,0.742,lb
1-1-4-carbon-steel-press-fittings-gas-male-adapter-p-x-mpt,UPDATE,UPDATE,CRBN-125-MA-G,0.553,lb
3-4-black-iron-union,UPDATE,UPDATE,BLIF-075-UNI,0.621,lb
1-1-2-black-iron-floor-flange,UPDATE,UPDATE,BLIF-150-FFLG,1.389,lb
2-x-3-4-black-iron-bushing,UPDATE,UPDATE,BLIF-200.075-BSH,0.631,lb
2-1-2-black-iron-cap,UPDATE,UPDATE,BLIF-250-CAP,1.547,lb
3-4-galvanized-union,UPDATE,UPDATE,GAIF-075-UNI-G,0.621,lb
1-1-2-galvanized-floor-flange,UPDATE,UPDATE,GAIF-150-FFLG-G,1.389,lb
2-x-3-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.075-BSH-G,0.631,lb
2-1-2-galvanized-cap,UPDATE,UPDATE,GAIF-250-CAP-G,1.547,lb
3-4-x-1-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-075.050.050-TEE,0.401,lb
1-2-galvanized-coupling,UPDATE,UPDATE,GAIF-050-CPL-G,0.176,lb
3-4-x-1-2-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-075.050.050-TEE-G,0.401,lb
1-1-4-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-125.050-CPL,0.549,lb
1-1-4-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-125.050-CPL-G,0.549,lb
1-4-copper-sweat-fittings-two-hole-strap,UPDATE,UPDATE,COPF-025-2HSTR-C,0.006,lb
1-1-4-x-3-4-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.075.075-TEE,0.801,lb
1-1-4-x-1-carbon-steel-press-fittings-gas-coupling-p-x-p,UPDATE,UPDATE,CRBN-125.100-CPL-G,0.573,lb
1-1-4-x-3-4-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.075.075-TEE-G,0.801,lb
1-2-x-3-8-black-iron-elbow-90,UPDATE,UPDATE,BLIF-050.038-90EL,0.224,lb
1-black-iron-floor-flange,UPDATE,UPDATE,BLIF-100-FFLG,1.012,lb
3-black-iron-coupling,UPDATE,UPDATE,BLIF-300-CPL,3.263,lb
1-galvanized-floor-flange,UPDATE,UPDATE,GAIF-100-FFLG-G,1.012,lb
1-1-2-galvanized-street-elbow-45,UPDATE,UPDATE,GAIF-150-ST45-G,1.055,lb
3-galvanized-coupling,UPDATE,UPDATE,GAIF-300-CPL-G,3.263,lb
3-copper-fittings-dwv-test-cap-c,UPDATE,UPDATE,COPF-DWV-300-TCAP-C,0.043,lb
1-copper-press-fittings-union-pxf-p-x-fpt,UPDATE,UPDATE,CPPF-100-UFA,0.621,lb
1-4-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-025-CLS,0.031,lb
1-1-4-copper-sweat-fittings-union-cxm-c-x-mpt,UPDATE,UPDATE,COPF-125-UMA-LF,0.937,lb
1-1-2-copper-press-fittings-union-p-x-p,UPDATE,UPDATE,CPPF-150-UNI,1.203,lb
3-4-copper-sweat-fittings-union-cxm-c-x-mpt,UPDATE,UPDATE,COPF-075-UMA-LF,0.22,lb
3-galvanized-elbow-90,UPDATE,UPDATE,GAIF-300-90EL-G,4.872,lb
3-4-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-075.050-CPL,0.223,lb
1-black-iron-plug,UPDATE,UPDATE,BLIF-100-PLG,0.197,lb
3-4-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-075.050-CPL-G,0.223,lb
1-galvanized-plug,UPDATE,UPDATE,GAIF-100-PLG-G,0.197,lb
1-black-iron-union,UPDATE,UPDATE,BLIF-100-UNI,0.891,lb
1-1-2-copper-press-fittings-female-adapter-p-x-fpt,UPDATE,UPDATE,CPPF-150-FA,0.527,lb
3-4-carbon-steel-press-fittings-gas-union-p-x-p,UPDATE,UPDATE,CRBN-075-UNI-G,0.61,lb
1-galvanized-union,UPDATE,UPDATE,GAIF-100-UNI-G,0.891,lb
1-1-4-black-iron-plug,UPDATE,UPDATE,BLIF-125-PLG,0.337,lb
1-1-2-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-150.050-CPL,0.706,lb
1-1-2-x-1-1-4-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.125-TEE,1.4,lb
2-x-1-black-iron-bushing,UPDATE,UPDATE,BLIF-200.100-BSH,0.661,lb
3-4-copper-sweat-fittings-two-hole-strap,UPDATE,UPDATE,COPF-075-2HSTR-C,0.013,lb
1-1-4-copper-press-fittings-female-adapter-p-x-fpt,UPDATE,UPDATE,CPPF-125-FA,0.345,lb
1-1-4-galvanized-plug,UPDATE,UPDATE,GAIF-125-PLG-G,0.337,lb
1-1-2-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-150.050-CPL-G,0.706,lb
2-x-1-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.100-BSH-G,0.661,lb
1-1-4-x-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125.050-90EL,0.602,lb
2-x-1-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-200.150-BSH,0.588,lb
2-x-1-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.150-BSH-G,0.588,lb
2-x-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-200.075-TEE-G,1.753,lb
1-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-100.075-CPL,0.357,lb
1-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-100.075-CPL-G,0.357,lb
1-1-4-x-1-1-4-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-125.050-TEE,0.926,lb
1-1-2-black-iron-plug,UPDATE,UPDATE,BLIF-150-PLG,0.478,lb
1-copper-press-fittings-union-pxm-p-x-mpt,UPDATE,UPDATE,CPPF-100-UMA,0.772,lb
1-1-4-x-1-1-4-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-125.050-TEE-G,0.926,lb
1-1-2-galvanized-plug,UPDATE,UPDATE,GAIF-150-PLG-G,0.478,lb
1-2-black-iron-elbow-45,UPDATE,UPDATE,BLIF-050-45EL,0.223,lb
1-2-galvanized-elbow-45,UPDATE,UPDATE,GAIF-050-45EL-G,0.223,lb
1-1-2-x-1-1-4-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.075-TEE,1.092,lb
2-black-iron-floor-flange,UPDATE,UPDATE,BLIF-200-FFLG,2.152,lb
2-x-2-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-200.100-TEE,1.839,lb
2-galvanized-floor-flange,UPDATE,UPDATE,GAIF-200-FFLG-G,2.152,lb
2-x-2-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-200.100-TEE-G,1.839,lb
1-x-1-x-1-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.150-TEE-C,0.471,lb
1-1-4-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-125-MA,0.367,lb
1-2-copper-press-fittings-union-pxf-p-x-fpt,UPDATE,UPDATE,CPPF-050-UFA,0.21,lb
2-copper-press-fittings-female-adapter-p-x-fpt,UPDATE,UPDATE,CPPF-200-FA,0.783,lb
3-4-black-iron-elbow-45,UPDATE,UPDATE,BLIF-075-45EL,0.324,lb
1-1-4-black-iron-union,UPDATE,UPDATE,BLIF-125-UNI,1.378,lb
3-4-galvanized-elbow-45,UPDATE,UPDATE,GAIF-075-45EL-G,0.324,lb
1-galvanized-coupling,UPDATE,UPDATE,GAIF-100-CPL-G,0.4,lb
1-1-4-galvanized-union,UPDATE,UPDATE,GAIF-125-UNI-G,1.378,lb
2-x-1-black-iron-elbow-90,UPDATE,UPDATE,BLIF-200.100-90EL,1.174,lb
2-x-2-x-1-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-200.150-TEE-G,2.227,lb
1-1-4-x-3-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.075.100-TEE,0.887,lb
1-1-4-x-1-1-4-x-1-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.150-TEE-C,0.487,lb
1-1-2-copper-sweat-fittings-union-cxm-c-x-mpt,UPDATE,UPDATE,COPF-150-UMA-LF,1.291,lb
1-2-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-050-MA,0.107,lb
3-4-copper-press-fittings-female-adapter-p-x-fpt,UPDATE,UPDATE,CPPF-075-FA,0.172,lb
1-copper-press-fittings-female-adapter-p-x-fpt,UPDATE,UPDATE,CPPF-100-FA,0.25,lb
1-1-4-x-3-4-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-125.075.100-TEE-G,0.887,lb
3-4-x-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-075.050-90EL,0.309,lb
1-1-4-x-1-2-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.050.100-TEE,0.93,lb
1-1-4-x-1-2-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.050.125-TEE,0.959,lb
1-1-2-black-iron-union,UPDATE,UPDATE,BLIF-150-UNI,1.743,lb
1-2-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-050-ST90-C,0.036,lb
3-4-x-1-2-galvanized-elbow-90,UPDATE,UPDATE,GAIF-075.050-90EL-G,0.309,lb
1-1-2-galvanized-union,UPDATE,UPDATE,GAIF-150-UNI-G,1.743,lb
1-x-1-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-100.050.050-TEE,0.528,lb
2-x-1-1-4-black-iron-bushing,UPDATE,UPDATE,BLIF-200.125-BSH,0.739,lb
2-1-2-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-250-ST90,3.432,lb
2-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-250-TEE,4.586,lb
1-x-1-2-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-100.050.050-TEE-G,0.528,lb
2-x-1-1-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.125-BSH-G,0.739,lb
2-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-250-TEE-G,4.586,lb
2-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-200.050-CPL,1.142,lb
1-carbon-steel-press-fittings-gas-90-degree-elbow-p-x-p,UPDATE,UPDATE,CRBN-100-90EL-G,0.692,lb
2-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.050-CPL-G,1.142,lb
1-1-4-x-1-1-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.100-TEE,1.081,lb
2-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-200.075-CPL,1.154,lb
1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-025-TEE-C,0.022,lb
1-2-copper-sweat-fittings-union-c-x-c,UPDATE,UPDATE,COPF-050-UNI-C,0.162,lb
1-1-4-x-1-1-4-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-125.100-TEE-G,1.081,lb
2-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.075-CPL-G,1.154,lb
1-1-2-x-1-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-150.100.100-TEE,1.18,lb
3-black-iron-cap,UPDATE,UPDATE,BLIF-300-CAP,2.39,lb
3-4-copper-press-fittings-union-pxm-p-x-mpt,UPDATE,UPDATE,CPPF-075-UMA,0.491,lb
3-8-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-038-CPL/DS-C,0.015,lb
3-8-x-1-4-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-038.025-CPL-C,0.015,lb
1-carbon-steel-press-fittings-gas-90-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CRBN-100-ST90-G,0.714,lb
1-black-iron-coupling,UPDATE,UPDATE,BLIF-100-CPL,0.4,lb
1-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-125-CPL,0.604,lb
1-1-4-x-1-1-4-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.075-TEE,0.988,lb
1-1-2-x-1-1-4-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.150-TEE,1.631,lb
1-x-1-x-3-4-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-100.075-TEE,0.242,lb
1-1-4-x-1-1-4-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.075-TEE-G,0.988,lb
1-x-1-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-100.050-TEE,0.642,lb
1-1-2-x-1-1-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.075-TEE,1.237,lb
1-1-2-x-1-1-2-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.125-TEE,1.49,lb
1-copper-sweat-fittings-union-cxm-c-x-mpt,UPDATE,UPDATE,COPF-100-UMA-LF,0.636,lb
1-x-1-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.125-TEE-C,0.314,lb
3-4-copper-press-fittings-union-p-x-p,UPDATE,UPDATE,CPPF-075-UNI,0.481,lb
1-1-4-copper-press-fittings-union-pxf-p-x-fpt,UPDATE,UPDATE,CPPF-125-UFA,0.842,lb
2-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-200-MA,0.895,lb
1-x-1-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-100.050-TEE-G,0.642,lb
1-1-4-galvanized-coupling,UPDATE,UPDATE,GAIF-125-CPL-G,0.604,lb
1-1-2-x-1-1-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-150.075-TEE-G,1.237,lb
1-1-2-x-1-1-2-x-1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-150.125-TEE-G,1.49,lb
1-copper-sweat-fittings-two-hole-strap,UPDATE,UPDATE,COPF-100-2HSTR-C,0.023,lb
1-copper-press-fittings-union-p-x-p,UPDATE,UPDATE,CPPF-100-UNI,0.732,lb
3-4-x-1-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-075.050.075-TEE,0.529,lb
1-1-4-black-iron-elbow-45,UPDATE,UPDATE,BLIF-125-45EL,0.754,lb
1-1-2-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-150.075-CPL,0.746,lb
2-x-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-200.050-TEE,1.57,lb
3-4-x-1-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-075.050.075-TEE-G,0.529,lb
1-1-4-galvanized-elbow-45,UPDATE,UPDATE,GAIF-125-45EL-G,0.754,lb
1-1-2-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-150.075-CPL-G,0.746,lb
2-black-iron-coupling,UPDATE,UPDATE,BLIF-200-CPL,1.391,lb
3-8-copper-sweat-fittings-union-c-x-c,UPDATE,UPDATE,COPF-038-UNI-C,0.117,lb
3-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-300-FA-C,1.833,lb
1-2-copper-press-fittings-female-adapter-p-x-fpt,UPDATE,UPDATE,CPPF-050-FA,0.101,lb
1-1-4-copper-press-fittings-union-p-x-p,UPDATE,UPDATE,CPPF-125-UNI,0.932,lb
