Handle,Command,Body HTML
pv-supervent-vent-top-replacement-new-style-90-degree,UPDATE,"<p>The PV SuperVent Vent Top Replacement (New Style 90 Degree) by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV-020RP/U</li>
<li>
<strong>UPC:</strong> 085267298933</li>
<li>
<strong>Category:</strong> Air Separators</li>
<li>
<strong>Shipping Weight:</strong> 1 lb</li>
</ul>"
3-4-in-npt-connection-supervent-air-eliminator,UPDATE,"<p>The 3/4 in NPT Connection SuperVent Air Eliminator by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV075/U</li>
<li>
<strong>Category:</strong> Air Separators</li>
<li>
<strong>Shipping Weight:</strong> 1.9 lb</li>
</ul>"
3-4-in-sweat-connection-supervent-air-eliminator,UPDATE,"<p>The 3/4 in Sweat Connection SuperVent Air Eliminator by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV075S/U</li>
<li>
<strong>UPC:</strong> 085267827867</li>
<li>
<strong>Category:</strong> Air Separators</li>
<li>
<strong>Shipping Weight:</strong> 2.2 lb</li>
</ul>"
1-in-npt-connection-supervent-air-eliminator,UPDATE,"<p>The 1 in NPT Connection SuperVent Air Eliminator by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV100/U</li>
<li>
<strong>Category:</strong> Air Separators</li>
<li>
<strong>Shipping Weight:</strong> 2 lb</li>
</ul>"
1-inch-supervent-air-eliminator-with-a-1-inch-propress-connections-and-22-cv-capacity,UPDATE,"<p>The 1 inch SuperVent Air Eliminator with a 1 inch ProPress connections and 22 Cv capacity by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV100P/U</li>
<li>
<strong>UPC:</strong> 194159005631</li>
<li>
<strong>Category:</strong> Air Separators</li>
</ul>"
1-in-sweat-connection-supervent-air-eliminator,UPDATE,"<p>The 1 in Sweat Connection SuperVent Air Eliminator by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV100S/U</li>
<li>
<strong>UPC:</strong> 085267827911</li>
<li>
<strong>Category:</strong> Air Separators</li>
<li>
<strong>Shipping Weight:</strong> 2.5 lb</li>
</ul>"
1-1-4-in-npt-connection-supervent-air-eliminator,UPDATE,"<p>The 1-1/4 in NPT Connection SuperVent Air Eliminator by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV125/U</li>
<li>
<strong>UPC:</strong> 085267827928</li>
<li>
<strong>Category:</strong> Air Separators</li>
<li>
<strong>Shipping Weight:</strong> 3.6 lb</li>
</ul>"
1-1-4-in-supervent-air-eliminator-with-a-1-in-pro-press-connection,UPDATE,"<p>The 1 1/4 in SuperVent Air Eliminator with a 1 in Pro Press Connection by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV125P/U</li>
<li>
<strong>UPC:</strong> 194159005648</li>
<li>
<strong>Category:</strong> Air Separators</li>
</ul>"
1-1-4-supervent-air-eliminator-sweat,UPDATE,"<p>The 1-1/4"" SuperVent Air Eliminator Sweat by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV125/U</li>
<li>
<strong>Category:</strong> Air Separators</li>
<li>
<strong>Shipping Weight:</strong> 6 lb</li>
</ul>"
1-1-2-in-npt-connection-supervent-air-eliminator,UPDATE,"<p>The 1-1/2 in NPT Connection SuperVent Air Eliminator by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV150/U</li>
<li>
<strong>Category:</strong> Air Separators</li>
<li>
<strong>Shipping Weight:</strong> 5.2 lb</li>
</ul>"
1-1-2-press-supervent-air-eliminator,UPDATE,"<p>The 1-1/2"" Press SuperVent Air Eliminator by Resideo is part of our air separators selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> PV150/U</li>
<li>
<strong>Category:</strong> Air Separators</li>
</ul>"
service-check-valve,UPDATE,"<p>The Service Check Valve by Resideo is part of our system fill tanks &amp; autofills selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> SCV-050/U</li>
<li>
<strong>UPC:</strong> 085267298957</li>
<li>
<strong>Category:</strong> System Fill Tanks &amp; Autofills</li>
<li>
<strong>Shipping Weight:</strong> 0.2 lb</li>
</ul>"
tk30-boiler-trim-kit-with-1-press-supervent-press-nk300s-combo,UPDATE,"<p>The TK30 Boiler Trim Kit with 1"" Press SuperVent®, Press NK300S Combo by Resideo is part of our boiler trim kits selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TK30PV100PNKP/U</li>
<li>
<strong>UPC:</strong> 194159005655</li>
<li>
<strong>Category:</strong> Boiler Trim Kits</li>
</ul>"
tk30-boiler-trim-kit-with-1-sweat-supervent-fm911-combo,UPDATE,"<p>The TK30 Boiler Trim Kit with 1"" Sweat SuperVent, FM911 Combo by Resideo is part of our boiler trim kits selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TK30PV100SFM/U</li>
<li>
<strong>Category:</strong> Boiler Trim Kits</li>
</ul>"
tk30-boiler-trim-kit-with-1-sweat-supervent-nk300s-combo,UPDATE,"<p>The TK30 Boiler Trim Kit with 1"" Sweat SuperVent, NK300S Combo by Resideo is part of our boiler trim kits selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TK30PV100SNK/U</li>
<li>
<strong>UPC:</strong> 085267561013</li>
<li>
<strong>Category:</strong> Boiler Trim Kits</li>
</ul>"
tk30-boiler-trim-kit-with-1-25-npt-supervent-fm911-combo,UPDATE,"<p>The TK30 Boiler Trim Kit with 1.25"" NPT SuperVent, FM911 Combo by Resideo is part of our boiler trim kits selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TK30PV125FM/U</li>
<li>
<strong>UPC:</strong> 085267260534</li>
<li>
<strong>Category:</strong> Boiler Trim Kits</li>
</ul>"
tk30-boiler-trim-kit-with-1-25-press-supervent-press-nk300s-combo,UPDATE,"<p>The TK30 Boiler Trim Kit with 1.25"" Press SuperVent®, Press NK300S Combo by Resideo is part of our boiler trim kits selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TK30PV125PNKP/U</li>
<li>
<strong>UPC:</strong> 194159005662</li>
<li>
<strong>Category:</strong> Boiler Trim Kits</li>
</ul>"
tk30-boiler-trim-kit-with-1-25-sweat-supervent-fm911-combo,UPDATE,"<p>The TK30 Boiler Trim Kit with 1.25"" Sweat SuperVent, FM911 Combo by Resideo is part of our boiler trim kits selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TK30PV125SFM/U</li>
<li>
<strong>Category:</strong> Boiler Trim Kits</li>
</ul>"
tk30-boiler-trim-kit-with-1-25-sweat-supervent-nk300s-combo,UPDATE,"<p>The TK30 Boiler Trim Kit with 1.25"" Sweat SuperVent, NK300S Combo by Resideo is part of our boiler trim kits selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> TK30PV125SNK/U</li>
<li>
<strong>UPC:</strong> 085267568371</li>
<li>
<strong>Category:</strong> Boiler Trim Kits</li>
</ul>"
1-2-in-union-sweat-and-npt-pressure-reducing-valve-prv,UPDATE,"<p>The 1/2 in Union Sweat and NPT Pressure-Reducing Valve (PRV) by Resideo is part of our system fill tanks &amp; autofills selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VF06-100-SUSUT/U</li>
<li>
<strong>UPC:</strong> 085267168175</li>
<li>
<strong>Category:</strong> System Fill Tanks &amp; Autofills</li>
<li>
<strong>Shipping Weight:</strong> 1.76 lb</li>
</ul>"
