Handle,Command,Body HTML
foot-mounted-120-v-ac-transformer-with-9-in-leadwires,UPDATE,"<p>The AT20A1123 is a control transformer from Resideo (Honeywell Home), 20 VA, 120 V primary, foot mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT20A1123/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 20 VA</li><li><strong>Primary:</strong> 120 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>UPC:</strong> 085267035613</li><li><strong>Category:</strong> Transformers</li></ul>"
foot-mounted-120-vac-transformer-with-9-in-lead-wires,UPDATE,"<p>The AT40A1121 is a control transformer from Resideo (Honeywell Home), 40 VA, 120 V primary, foot mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT40A1121/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 40 VA</li><li><strong>Primary:</strong> 120 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>UPC:</strong> 085267035736</li><li><strong>Category:</strong> Transformers</li></ul>"
plate-mounted-120-v-ac-transformer-with-9-in-leadwires,UPDATE,"<p>The AT72D1006 is a control transformer from Resideo (Honeywell Home), 72 VA, 120 V primary, plate mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT72D1006/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 72 VA</li><li><strong>Primary:</strong> 120 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Plate</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>UPC:</strong> 085267035835</li><li><strong>Category:</strong> Transformers</li></ul>"
plate-mounted-120-v-ac-transformer-with-9-in-leadwires-hone-at72d1048-u,UPDATE,"<p>The AT72D1048 is a control transformer from Resideo (Honeywell Home), 72 VA, 120 V primary, plate mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT72D1048/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 72 VA</li><li><strong>Primary:</strong> 120 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Plate</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>UPC:</strong> 085267035873</li><li><strong>Category:</strong> Transformers</li></ul>"
multi-mount-40va-transformer,UPDATE,"<p>The AT72D1683 is a control transformer from Resideo (Honeywell Home), 40 VA, multi mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT72D1683/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 40 VA</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Multi Mount</li><li><strong>Shipping weight:</strong> 2.1 lb</li><li><strong>Category:</strong> Transformers</li></ul>"
foot-and-plate-mount-transformer,UPDATE,"<p>The AT87A1106 is a control transformer from Resideo (Honeywell Home), 87 VA, foot / plate mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT87A1106/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 87 VA</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot / Plate</li><li><strong>Shipping weight:</strong> 2.6 lb</li><li><strong>Category:</strong> Transformers</li></ul>"
single-zone-switching-relay,UPDATE,"<p>The HPSR101 is a switching relay from Resideo (Honeywell Home) for 1 zone.</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> HPSR101/U</li><li><strong>Type:</strong> Switching relay</li><li><strong>Zones:</strong> 1</li><li><strong>UPC:</strong> 194159010314</li><li><strong>Shipping weight:</strong> 1.62 lb</li><li><strong>Category:</strong> Zone Controls</li></ul>"
three-zone-switching-relay,UPDATE,"<p>The HPSR103 is a switching relay from Resideo (Honeywell Home) for 3 zones.</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> HPSR103/U</li><li><strong>Type:</strong> Switching relay</li><li><strong>Zones:</strong> 3</li><li><strong>UPC:</strong> 085267686457</li><li><strong>Shipping weight:</strong> 3.63 lb</li><li><strong>Category:</strong> Zone Controls</li></ul>"
four-zone-switching-relay,UPDATE,"<p>The HPSR104 is a switching relay from Resideo (Honeywell Home) for 4 zones.</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> HPSR104/U</li><li><strong>Type:</strong> Switching relay</li><li><strong>Zones:</strong> 4</li><li><strong>UPC:</strong> 085267770293</li><li><strong>Shipping weight:</strong> 3.63 lb</li><li><strong>Category:</strong> Zone Controls</li></ul>"
six-zone-switching-relay,UPDATE,"<p>The HPSR106 is a switching relay from Resideo (Honeywell Home) for 6 zones.</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> HPSR106/U</li><li><strong>Type:</strong> Switching relay</li><li><strong>Zones:</strong> 6</li><li><strong>UPC:</strong> 085267796293</li><li><strong>Shipping weight:</strong> 3.63 lb</li><li><strong>Category:</strong> Zone Controls</li></ul>"
three-zone-valve-controller,UPDATE,"<p>The HPZC103 is a zone valve controller from Resideo (Honeywell Home) for 3 zones.</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> HPZC103/U</li><li><strong>Type:</strong> Zone valve controller</li><li><strong>Zones:</strong> 3</li><li><strong>UPC:</strong> 085267805407</li><li><strong>Shipping weight:</strong> 3.1 lb</li><li><strong>Category:</strong> Zone Controls</li></ul>"
four-zone-valve-controller,UPDATE,"<p>The HPZC104 is a zone valve controller from Resideo (Honeywell Home) for 4 zones.</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> HPZC104/U</li><li><strong>Type:</strong> Zone valve controller</li><li><strong>Zones:</strong> 4</li><li><strong>UPC:</strong> 085267814058</li><li><strong>Shipping weight:</strong> 3.1 lb</li><li><strong>Category:</strong> Zone Controls</li></ul>"
five-zone-valve-controller,UPDATE,"<p>The HPZC105 is a zone valve controller from Resideo (Honeywell Home) for 5 zones.</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> HPZC105/U</li><li><strong>Type:</strong> Zone valve controller</li><li><strong>Zones:</strong> 5</li><li><strong>UPC:</strong> 085267941884</li><li><strong>Shipping weight:</strong> 4.95 lb</li><li><strong>Category:</strong> Zone Controls</li></ul>"
