Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit
3-4-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-075-CLS,0.1,lb
2-1-2-x-4-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-250-4.5,1.68,lb
3-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-300-3.5,1.7,lb
3-x-4-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-300-4.5,2.18,lb
1-2-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-2,0.11,lb
3-4-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-075-CLS,0.1,lb
1-8-x-2-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-018-2.5,0.04,lb
1-2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-2.5,0.14,lb
3-4-x-1-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-1.5,0.11,lb
1-1-4-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-125-CLS,0.24,lb
1-1-2-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-150-CLS,0.31,lb
2-1-2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-250-3.5,1.34,lb
1-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-2,0.22,lb
1-1-4-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-2,0.3,lb
1-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-2.5,0.28,lb
1-4-x-1-8-black-iron-bushing,UPDATE,UPDATE,BLIF-025.018-BSH,0.45,lb
1-8-black-iron-plug,UPDATE,UPDATE,BLIF-018-PLG,0.32,lb
3-8-x-1-4-black-iron-bushing,UPDATE,UPDATE,BLIF-038.025-BSH,0.45,lb
1-4-x-1-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-025-1.5,0.55,lb
1-4-black-iron-plug,UPDATE,UPDATE,BLIF-025-PLG,0.32,lb
1-4-galvanized-plug,UPDATE,UPDATE,GAIF-025-PLG-G,0.32,lb
1-2-x-3-black-iron-nipple,UPDATE,UPDATE,BLPN-050-3,2.04,lb
3-8-x-1-8-black-iron-bushing,UPDATE,UPDATE,BLIF-038.018-BSH,0.45,lb
1-8-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-018-ST90,0.46,lb
1-8-black-iron-elbow-45,UPDATE,UPDATE,BLIF-018-45EL,0.48,lb
1-8-black-iron-coupling,UPDATE,UPDATE,BLIF-018-CPL,0.4,lb
1-8-black-iron-cap,UPDATE,UPDATE,BLIF-018-CAP,0.23,lb
1-4-galvanized-union,UPDATE,UPDATE,GAIF-025-UNI-G,1.45,lb
1-2-x-3-8-black-iron-bushing,UPDATE,UPDATE,BLIF-050.038-BSH,0.45,lb
1-2-x-3-8-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-050.038-BSH-G,0.45,lb
3-8-black-iron-plug,UPDATE,UPDATE,BLIF-038-PLG,0.32,lb
1-2-x-1-4-black-iron-bushing,UPDATE,UPDATE,BLIF-050.025-BSH,0.45,lb
1-2-x-1-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-050.025-BSH-G,0.45,lb
1-2-x-1-8-black-iron-bushing,UPDATE,UPDATE,BLIF-050.018-BSH,0.45,lb
1-4-black-iron-cap,UPDATE,UPDATE,BLIF-025-CAP,0.29,lb
1-8-black-iron-elbow-90,UPDATE,UPDATE,BLIF-018-90EL,0.34,lb
1-4-x-1-8-black-iron-coupling,UPDATE,UPDATE,BLIF-025.018-CPL,0.35,lb
1-8-galvanized-elbow-90,UPDATE,UPDATE,GAIF-018-90EL-G,0.34,lb
1-4-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-025-ST90,0.44,lb
1-8-black-iron-tee,UPDATE,UPDATE,BLIF-018-TEE,0.48,lb
3-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-300-3.5,10.0,lb
3-4-x-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-075.050-BSH,0.42,lb
1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-025-CPL,0.37,lb
1-4-black-iron-elbow-45,UPDATE,UPDATE,BLIF-025-45EL,0.43,lb
3-4-x-3-8-black-iron-bushing,UPDATE,UPDATE,BLIF-075.038-BSH,0.52,lb
1-2-x-1-2-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-050.100-TEE,2.04,lb
3-4-x-1-4-black-iron-bushing,UPDATE,UPDATE,BLIF-075.025-BSH,0.47,lb
3-8-x-1-8-black-iron-coupling,UPDATE,UPDATE,BLIF-038.018-CPL,0.35,lb
3-4-x-1-8-black-iron-bushing,UPDATE,UPDATE,BLIF-075.018-BSH,0.52,lb
3-8-black-iron-cap,UPDATE,UPDATE,BLIF-038-CAP,0.29,lb
3-8-x-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-038.025-CPL,0.35,lb
3-8-black-iron-elbow-45,UPDATE,UPDATE,BLIF-038-45EL,0.43,lb
3-4-black-iron-plug,UPDATE,UPDATE,BLIF-075-PLG,0.31,lb
3-4-galvanized-plug,UPDATE,UPDATE,GAIF-075-PLG-G,0.31,lb
3-8-black-iron-union,UPDATE,UPDATE,BLIF-038-UNI,0.96,lb
1-4-black-iron-tee,UPDATE,UPDATE,BLIF-025-TEE,0.42,lb
1-4-galvanized-tee,UPDATE,UPDATE,GAIF-025-TEE-G,0.42,lb
3-8-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-038-ST90,0.44,lb
3-8-galvanized-street-elbow-90,UPDATE,UPDATE,GAIF-038-ST90-G,0.44,lb
1-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-025-90EL,0.32,lb
1-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-025-90EL-G,0.32,lb
1-2-black-iron-plug,UPDATE,UPDATE,BLIF-050-PLG,0.24,lb
3-8-x-7-black-iron-nipple,UPDATE,UPDATE,BLPN-038-7,0.94,lb
1-2-galvanized-plug,UPDATE,UPDATE,GAIF-050-PLG-G,0.24,lb
1-x-3-4-black-iron-bushing,UPDATE,UPDATE,BLIF-100.075-BSH,0.47,lb
1-x-3-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-100.075-BSH-G,0.47,lb
1-8-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-018-CLS,0.05,lb
3-4-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-075-ST45,0.78,lb
3-4-galvanized-street-elbow-45,UPDATE,UPDATE,GAIF-075-ST45-G,0.78,lb
1-2-x-1-8-black-iron-coupling,UPDATE,UPDATE,BLIF-050.018-CPL,0.39,lb
3-8-black-iron-coupling,UPDATE,UPDATE,BLIF-038-CPL,0.37,lb
1-1-2-x-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-150.050-BSH,0.93,lb
1-1-2-x-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-150.050-BSH-G,0.93,lb
3-galvanized-union,UPDATE,UPDATE,GAIF-300-UNI-G,15.02,lb
1-2-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-050-ST45,0.48,lb
1-2-galvanized-street-elbow-45,UPDATE,UPDATE,GAIF-050-ST45-G,0.48,lb
1-1-2-x-1-1-4-black-iron-bushing,UPDATE,UPDATE,BLIF-150.125-BSH,0.77,lb
1-1-2-x-1-1-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-150.125-BSH-G,0.77,lb
1-x-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-100.050-BSH,0.5,lb
1-1-4-x-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-125.050-BSH,0.7,lb
1-x-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-100.050-BSH-G,0.5,lb
1-1-4-x-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-125.050-BSH-G,0.7,lb
1-1-2-x-3-4-black-iron-bushing,UPDATE,UPDATE,BLIF-150.075-BSH,0.93,lb
1-1-2-x-3-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-150.075-BSH-G,0.93,lb
2-x-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.050-BSH-G,1.16,lb
2-1-2-galvanized-union,UPDATE,UPDATE,GAIF-250-UNI-G,10.57,lb
1-2-x-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-050.025-CPL,0.32,lb
1-1-4-x-1-black-iron-bushing,UPDATE,UPDATE,BLIF-125.100-BSH,0.64,lb
1-1-4-x-1-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-125.100-BSH-G,0.64,lb
3-4-galvanized-cross,UPDATE,UPDATE,GAIF-075-CRS-G,1.31,lb
1-2-black-iron-floor-flange,UPDATE,UPDATE,BLIF-050-FFLG,1.36,lb
1-2-black-iron-union,UPDATE,UPDATE,BLIF-050-UNI,0.92,lb
1-2-galvanized-floor-flange,UPDATE,UPDATE,GAIF-050-FFLG-G,1.36,lb
1-2-galvanized-union,UPDATE,UPDATE,GAIF-050-UNI-G,0.92,lb
3-8-x-1-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-038-1.5,0.15,lb
3-8-black-iron-elbow-90,UPDATE,UPDATE,BLIF-038-90EL,0.32,lb
1-2-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-050-ST90,0.45,lb
1-x-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-100.025-CPL,0.66,lb
1-2-galvanized-street-elbow-90-gaif-050-st90-g,UPDATE,UPDATE,GAIF-050-ST90-G,0.45,lb
1-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-100-ST45,0.96,lb
1-galvanized-street-elbow-45,UPDATE,UPDATE,GAIF-100-ST45-G,0.96,lb
3-4-black-iron-floor-flange,UPDATE,UPDATE,BLIF-075-FFLG,1.52,lb
3-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-300-ST45,8.99,lb
3-4-galvanized-floor-flange,UPDATE,UPDATE,GAIF-075-FFLG-G,1.52,lb
1-2-x-1-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-050.075-TEE,0.77,lb
1-2-x-1-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-050.075-TEE-G,0.77,lb
1-2-black-iron-cap,UPDATE,UPDATE,BLIF-050-CAP,0.22,lb
1-2-x-3-8-black-iron-coupling,UPDATE,UPDATE,BLIF-050.038-CPL,0.3,lb
1-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-100.050-CPL,0.58,lb
1-1-4-black-iron-elbow-45-street,UPDATE,UPDATE,BLIF-125-ST45,1.44,lb
1-2-galvanized-cap,UPDATE,UPDATE,GAIF-050-CAP-G,0.22,lb
1-2-x-3-8-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-050.038-CPL-G,0.3,lb
1-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-100.050-CPL-G,0.58,lb
1-1-4-black-iron-floor-flange,UPDATE,UPDATE,BLIF-125-FFLG,1.9,lb
1-1-4-galvanized-floor-flange,UPDATE,UPDATE,GAIF-125-FFLG-G,1.9,lb
2-x-2-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-200.050-TEE-G,2.97,lb
3-8-black-iron-tee,UPDATE,UPDATE,BLIF-038-TEE,0.42,lb
3-galvanized-street-elbow-90,UPDATE,UPDATE,GAIF-300-ST90-G,10.06,lb
1-1-4-x-3-4-black-iron-bushing,UPDATE,UPDATE,BLIF-125.075-BSH,0.64,lb
1-1-4-x-3-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-125.075-BSH-G,0.64,lb
1-1-2-x-1-black-iron-bushing,UPDATE,UPDATE,BLIF-150.100-BSH,0.84,lb
1-1-2-x-1-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-150.100-BSH-G,0.84,lb
3-4-black-iron-cap,UPDATE,UPDATE,BLIF-075-CAP,0.32,lb
3-4-galvanized-cap,UPDATE,UPDATE,GAIF-075-CAP-G,0.32,lb
3-4-x-1-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-075.025-CPL-G,0.39,lb
1-1-4-x-1-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.050-TEE,1.29,lb
1-1-4-x-1-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.050-TEE-G,1.29,lb
3-4-black-iron-union,UPDATE,UPDATE,BLIF-075-UNI,1.06,lb
1-1-2-black-iron-floor-flange,UPDATE,UPDATE,BLIF-150-FFLG,2.38,lb
2-x-3-4-black-iron-bushing,UPDATE,UPDATE,BLIF-200.075-BSH,1.08,lb
2-1-2-black-iron-cap,UPDATE,UPDATE,BLIF-250-CAP,2.64,lb
3-4-galvanized-union,UPDATE,UPDATE,GAIF-075-UNI-G,1.06,lb
1-1-2-galvanized-floor-flange,UPDATE,UPDATE,GAIF-150-FFLG-G,2.38,lb
2-x-3-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.075-BSH-G,1.08,lb
2-1-2-galvanized-cap,UPDATE,UPDATE,GAIF-250-CAP-G,2.64,lb
3-4-x-1-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-075.050.050-TEE,0.68,lb
1-2-galvanized-coupling,UPDATE,UPDATE,GAIF-050-CPL-G,0.3,lb
3-4-x-1-2-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-075.050.050-TEE-G,0.68,lb
1-1-4-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-125.050-CPL,0.92,lb
1-1-4-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-125.050-CPL-G,0.92,lb
1-1-4-x-3-4-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.075.075-TEE,1.33,lb
1-1-4-x-3-4-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.075.075-TEE-G,1.33,lb
1-2-x-3-8-black-iron-elbow-90,UPDATE,UPDATE,BLIF-050.038-90EL,0.37,lb
1-black-iron-floor-flange,UPDATE,UPDATE,BLIF-100-FFLG,1.67,lb
3-black-iron-coupling,UPDATE,UPDATE,BLIF-300-CPL,5.37,lb
1-galvanized-floor-flange,UPDATE,UPDATE,GAIF-100-FFLG-G,1.67,lb
1-1-2-galvanized-street-elbow-45,UPDATE,UPDATE,GAIF-150-ST45-G,1.74,lb
3-galvanized-coupling,UPDATE,UPDATE,GAIF-300-CPL-G,5.37,lb
1-4-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-025-CLS,0.05,lb
3-galvanized-elbow-90,UPDATE,UPDATE,GAIF-300-90EL-G,7.73,lb
3-4-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-075.050-CPL,0.35,lb
1-black-iron-plug,UPDATE,UPDATE,BLIF-100-PLG,0.31,lb
3-4-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-075.050-CPL-G,0.35,lb
1-galvanized-plug,UPDATE,UPDATE,GAIF-100-PLG-G,0.31,lb
1-black-iron-union,UPDATE,UPDATE,BLIF-100-UNI,1.39,lb
1-galvanized-union,UPDATE,UPDATE,GAIF-100-UNI-G,1.39,lb
1-1-4-black-iron-plug,UPDATE,UPDATE,BLIF-125-PLG,0.52,lb
1-1-2-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-150.050-CPL,1.09,lb
1-1-2-x-1-1-4-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.125-TEE,2.15,lb
2-x-1-black-iron-bushing,UPDATE,UPDATE,BLIF-200.100-BSH,1.02,lb
1-1-4-galvanized-plug,UPDATE,UPDATE,GAIF-125-PLG-G,0.52,lb
1-1-2-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-150.050-CPL-G,1.09,lb
2-x-1-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.100-BSH-G,1.02,lb
1-1-4-x-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125.050-90EL,0.92,lb
2-x-1-1-2-black-iron-bushing,UPDATE,UPDATE,BLIF-200.150-BSH,0.9,lb
2-x-1-1-2-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.150-BSH-G,0.9,lb
2-x-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-200.075-TEE-G,2.67,lb
1-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-100.075-CPL,0.54,lb
1-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-100.075-CPL-G,0.54,lb
1-1-4-x-1-1-4-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-125.050-TEE,1.38,lb
1-1-2-black-iron-plug,UPDATE,UPDATE,BLIF-150-PLG,0.71,lb
1-1-4-x-1-1-4-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-125.050-TEE-G,1.38,lb
1-1-2-galvanized-plug,UPDATE,UPDATE,GAIF-150-PLG-G,0.71,lb
1-2-black-iron-elbow-45,UPDATE,UPDATE,BLIF-050-45EL,0.33,lb
1-2-galvanized-elbow-45,UPDATE,UPDATE,GAIF-050-45EL-G,0.33,lb
1-1-2-x-1-1-4-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.075-TEE,1.59,lb
2-black-iron-floor-flange,UPDATE,UPDATE,BLIF-200-FFLG,3.13,lb
2-x-2-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-200.100-TEE,2.67,lb
2-galvanized-floor-flange,UPDATE,UPDATE,GAIF-200-FFLG-G,3.13,lb
2-x-2-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-200.100-TEE-G,2.67,lb
3-4-black-iron-elbow-45,UPDATE,UPDATE,BLIF-075-45EL,0.46,lb
1-1-4-black-iron-union,UPDATE,UPDATE,BLIF-125-UNI,1.96,lb
3-4-galvanized-elbow-45,UPDATE,UPDATE,GAIF-075-45EL-G,0.46,lb
1-galvanized-coupling,UPDATE,UPDATE,GAIF-100-CPL-G,0.57,lb
1-1-4-galvanized-union,UPDATE,UPDATE,GAIF-125-UNI-G,1.96,lb
2-x-1-black-iron-elbow-90,UPDATE,UPDATE,BLIF-200.100-90EL,1.65,lb
2-x-2-x-1-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-200.150-TEE-G,3.14,lb
1-1-4-x-3-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.075.100-TEE,1.24,lb
1-1-4-x-3-4-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-125.075.100-TEE-G,1.24,lb
3-4-x-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-075.050-90EL,0.43,lb
1-1-4-x-1-2-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.050.100-TEE,1.29,lb
1-1-4-x-1-2-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.050.125-TEE,1.33,lb
1-1-2-black-iron-union,UPDATE,UPDATE,BLIF-150-UNI,2.42,lb
3-4-x-1-2-galvanized-elbow-90,UPDATE,UPDATE,GAIF-075.050-90EL-G,0.43,lb
1-1-2-galvanized-union,UPDATE,UPDATE,GAIF-150-UNI-G,2.42,lb
1-x-1-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-100.050.050-TEE,0.73,lb
2-x-1-1-4-black-iron-bushing,UPDATE,UPDATE,BLIF-200.125-BSH,1.02,lb
2-1-2-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-250-ST90,4.74,lb
2-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-250-TEE,6.31,lb
1-x-1-2-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-100.050.050-TEE-G,0.73,lb
2-x-1-1-4-galvanized-bushing-mpt-x-fpt,UPDATE,UPDATE,GAIF-200.125-BSH-G,1.02,lb
2-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-250-TEE-G,6.31,lb
2-x-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-200.050-CPL,1.57,lb
2-x-1-2-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.050-CPL-G,1.57,lb
1-1-4-x-1-1-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.100-TEE,1.47,lb
2-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-200.075-CPL,1.57,lb
1-1-4-x-1-1-4-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-125.100-TEE-G,1.47,lb
2-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.075-CPL-G,1.57,lb
1-1-2-x-1-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-150.100.100-TEE,1.59,lb
3-black-iron-cap,UPDATE,UPDATE,BLIF-300-CAP,3.2,lb
1-black-iron-coupling,UPDATE,UPDATE,BLIF-100-CPL,0.53,lb
1-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-125-CPL,0.8,lb
1-1-4-x-1-1-4-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.075-TEE,1.3,lb
1-1-2-x-1-1-4-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.150-TEE,2.15,lb
1-1-4-x-1-1-4-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.075-TEE-G,1.3,lb
1-x-1-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-100.050-TEE,0.84,lb
1-1-2-x-1-1-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.075-TEE,1.62,lb
1-1-2-x-1-1-2-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.125-TEE,1.95,lb
1-x-1-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-100.050-TEE-G,0.84,lb
1-1-4-galvanized-coupling,UPDATE,UPDATE,GAIF-125-CPL-G,0.79,lb
1-1-2-x-1-1-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-150.075-TEE-G,1.62,lb
1-1-2-x-1-1-2-x-1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-150.125-TEE-G,1.95,lb
3-4-x-1-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-075.050.075-TEE,0.68,lb
1-1-4-black-iron-elbow-45,UPDATE,UPDATE,BLIF-125-45EL,0.97,lb
1-1-2-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-150.075-CPL,0.96,lb
2-x-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-200.050-TEE,2.02,lb
3-4-x-1-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-075.050.075-TEE-G,0.68,lb
1-1-4-galvanized-elbow-45,UPDATE,UPDATE,GAIF-125-45EL-G,0.97,lb
1-1-2-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-150.075-CPL-G,0.96,lb
2-black-iron-coupling,UPDATE,UPDATE,BLIF-200-CPL,1.78,lb
2-1-2-galvanized-elbow-90,UPDATE,UPDATE,GAIF-250-90EL-G,4.07,lb
1-1-4-x-1-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.075-TEE,1.17,lb
1-1-4-x-1-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.075-TEE-G,1.17,lb
1-x-3-4-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-100.075.050-TEE,0.72,lb
1-1-2-x-1-1-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.050-TEE,1.36,lb
2-x-1-1-2-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-200.150.150-TEE,2.44,lb
3-4-galvanized-coupling,UPDATE,UPDATE,GAIF-075-CPL-G,0.34,lb
1-1-2-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150.075-90EL,1.14,lb
1-1-2-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-150.100-CPL,0.96,lb
1-1-2-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-150.100-CPL-G,0.96,lb
1-1-4-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-125.075-CPL,0.74,lb
1-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-150-CPL,1.05,lb
1-1-2-x-1-1-2-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-150.100-TEE,1.62,lb
